Classificador,Média,RMS,Maximo,Mínimo,Desvio Padrão,Variância
5,2.76E-05,0.016675322,0.061279297,-0.051605225,0.016675632,0.000278077
1,2.61E-05,0.001818486,0.011505127,-0.010223389,0.001818336,3.31E-06
5,1.11E-05,0.016934676,0.06930542,-0.065093994,0.016935011,0.000286795
1,2.51E-05,0.001829623,0.01272583,-0.011138916,0.001829487,3.35E-06
5,2.99E-05,0.015095306,0.048828125,-0.059448242,0.015095578,0.000227876
1,2.64E-05,0.001831546,0.014312744,-0.009613037,0.001831391,3.35E-06
5,2.17E-05,0.01699313,0.065704346,-0.065582275,0.016993456,0.000288778
1,2.57E-05,0.001940447,0.016296387,-0.01171875,0.001940315,3.76E-06
5,3.26E-05,0.018499831,0.06048584,-0.061431885,0.018500173,0.000342256
1,2.49E-05,0.00195437,0.015258789,-0.010009766,0.001954251,3.82E-06
5,1.92E-05,0.01841982,0.063354492,-0.064239502,0.018420178,0.000339303
1,2.58E-05,0.00187162,0.01171875,-0.011505127,0.00187148,3.50E-06
5,1.88E-05,0.016902539,0.058654785,-0.057373047,0.016902867,0.000285707
1,2.55E-05,0.001858519,0.012908936,-0.010375977,0.001858381,3.45E-06
5,3.18E-05,0.015234589,0.055236816,-0.0546875,0.015234861,0.000232101
1,2.50E-05,0.00184888,0.014160156,-0.010009766,0.001848748,3.42E-06
5,2.11E-05,0.018329789,0.058319092,-0.059326172,0.018330144,0.000335994
1,2.58E-05,0.001835413,0.015960693,-0.01083374,0.001835269,3.37E-06
5,1.80E-05,0.016489174,0.050354004,-0.061767578,0.016489494,0.000271903
1,2.69E-05,0.001840707,0.014862061,-0.010742188,0.001840548,3.39E-06
5,2.59E-05,0.016918953,0.063903809,-0.063323975,0.016919271,0.000286262
1,2.42E-05,0.001903819,0.012115479,-0.013092041,0.001903704,3.62E-06
5,2.68E-05,0.016851844,0.067687988,-0.065673828,0.01685216,0.000283995
1,2.65E-05,0.001843526,0.012176514,-0.010040283,0.001843372,3.40E-06
5,2.31E-05,0.017532142,0.06149292,-0.057617188,0.017532477,0.000307388
1,2.47E-05,0.001799763,0.011474609,-0.00982666,0.001799629,3.24E-06
5,2.31E-05,0.01523385,0.049285889,-0.058319092,0.015234138,0.000232079
1,2.61E-05,0.001869603,0.014709473,-0.010803223,0.001869458,3.49E-06
5,2.18E-05,0.015995115,0.056640625,-0.054656982,0.01599542,0.000255853
1,2.64E-05,0.001835152,0.015441895,-0.010162354,0.001834999,3.37E-06
5,2.72E-05,0.015010742,0.05279541,-0.052734375,0.015011017,0.000225331
1,2.55E-05,0.001876269,0.013122559,-0.010650635,0.001876132,3.52E-06
5,2.47E-05,0.01638093,0.058441162,-0.059051514,0.016381239,0.000268345
1,2.47E-05,0.001875706,0.014312744,-0.010284424,0.001875581,3.52E-06
5,2.60E-05,0.016558278,0.058685303,-0.056671143,0.016558589,0.000274187
1,2.55E-05,0.001888822,0.016418457,-0.009521484,0.001888688,3.57E-06
5,3.55E-05,0.016703437,0.064422607,-0.057159424,0.016703734,0.000279015
1,2.52E-05,0.001884282,0.012359619,-0.010284424,0.001884151,3.55E-06
5,1.46E-05,0.015565568,0.045806885,-0.04574585,0.015565872,0.000242296
1,2.58E-05,0.001851214,0.01461792,-0.012969971,0.001851072,3.43E-06
5,2.12E-05,0.014993112,0.049560547,-0.050201416,0.014993397,0.000224802
1,2.48E-05,0.001889258,0.01473999,-0.009796143,0.001889132,3.57E-06
5,2.39E-05,0.016249211,0.060424805,-0.060424805,0.016249518,0.000264047
1,2.58E-05,0.00182259,0.014801025,-0.0105896,0.001822443,3.32E-06
5,2.44E-05,0.015998945,0.057342529,-0.069854736,0.015999246,0.000255976
1,2.59E-05,0.00188192,0.0128479,-0.010742188,0.00188178,3.54E-06
5,2.71E-05,0.015788022,0.05670166,-0.054107666,0.015788315,0.000249271
1,2.52E-05,0.00184855,0.012084961,-0.010620117,0.001848416,3.42E-06
5,2.12E-05,0.01733929,0.063842773,-0.063049316,0.017339624,0.000300663
1,2.46E-05,0.001873756,0.013916016,-0.010742188,0.001873632,3.51E-06
5,2.91E-05,0.015823794,0.054107666,-0.053314209,0.015824083,0.000250402
1,2.65E-05,0.001861701,0.012786865,-0.010437012,0.00186155,3.47E-06
5,1.52E-05,0.014801404,0.048828125,-0.048553467,0.014801693,0.00021909
1,2.55E-05,0.001958631,0.015228271,-0.012145996,0.001958504,3.84E-06
5,2.72E-05,0.014637333,0.054351807,-0.053649902,0.014637601,0.000214259
1,2.48E-05,0.00186509,0.014770508,-0.011230469,0.001864963,3.48E-06
5,3.32E-05,0.016067215,0.057861328,-0.057342529,0.016067502,0.000258165
1,2.62E-05,0.001898281,0.013122559,-0.009338379,0.001898138,3.60E-06
5,1.45E-05,0.014895901,0.063110352,-0.06817627,0.014896192,0.000221897
1,2.53E-05,0.001934994,0.014556885,-0.012756348,0.001934868,3.74E-06
5,2.44E-05,0.013305871,0.049499512,-0.045227051,0.013306115,0.000177053
1,2.58E-05,0.001943972,0.012359619,-0.012329102,0.00194384,3.78E-06
5,3.05E-05,0.013774576,0.045043945,-0.060119629,0.013774818,0.000189746
1,2.44E-05,0.001905297,0.014129639,-0.011779785,0.001905179,3.63E-06
5,1.87E-05,0.014812905,0.056671143,-0.047363281,0.014813189,0.000219431
1,2.57E-05,0.001954523,0.012695313,-0.010650635,0.001954392,3.82E-06
5,2.56E-05,0.014589324,0.062835693,-0.052581787,0.014589593,0.000212856
1,2.53E-05,0.001855021,0.013183594,-0.008789063,0.001854885,3.44E-06
5,1.81E-05,0.014755211,0.055328369,-0.068145752,0.014755495,0.000217725
1,2.65E-05,0.00187518,0.013122559,-0.012145996,0.00187503,3.52E-06
5,2.16E-05,0.015739249,0.06338501,-0.058166504,0.015739549,0.000247733
1,2.39E-05,0.001910451,0.013763428,-0.009887695,0.00191034,3.65E-06
5,2.75E-05,0.01390079,0.04498291,-0.057922363,0.013901041,0.000193239
1,2.66E-05,0.001833908,0.012573242,-0.011444092,0.001833752,3.36E-06
5,3.21E-05,0.014125488,0.046295166,-0.049316406,0.014125734,0.000199536
1,2.63E-05,0.001839752,0.011199951,-0.011199951,0.001839601,3.38E-06
5,2.02E-05,0.01463966,0.051147461,-0.053039551,0.014639939,0.000214328
1,2.60E-05,0.001889484,0.013641357,-0.013702393,0.001889343,3.57E-06
5,1.82E-05,0.014122867,0.052734375,-0.050506592,0.014123138,0.000199463
1,2.44E-05,0.001824228,0.012359619,-0.010040283,0.001824102,3.33E-06
5,3.64E-05,0.015949623,0.063537598,-0.067962646,0.015949901,0.000254399
1,2.61E-05,0.00188895,0.015594482,-0.011108398,0.001888808,3.57E-06
5,1.94E-05,0.014255036,0.053314209,-0.050598145,0.014255308,0.000203214
1,2.56E-05,0.001884784,0.012115479,-0.01184082,0.001884648,3.55E-06
5,3.26E-05,0.013642732,0.04800415,-0.062072754,0.013642966,0.000186131
1,2.57E-05,0.001808051,0.015075684,-0.01071167,0.001807905,3.27E-06
5,1.13E-05,0.014194672,0.044494629,-0.057006836,0.014194951,0.000201497
1,2.59E-05,0.001838622,0.013946533,-0.010498047,0.001838476,3.38E-06
5,3.36E-05,0.014101145,0.044219971,-0.050933838,0.014101386,0.000198849
1,1.68E-05,0.001565335,0.014129639,-0.009887695,0.001565276,2.45E-06
5,2.46E-05,0.013748087,0.049285889,-0.047637939,0.01374834,0.000189017
1,2.73E-05,0.001868789,0.013244629,-0.011779785,0.001868626,3.49E-06
5,2.36E-05,0.011723001,0.041229248,-0.038879395,0.011723212,0.000137434
1,2.49E-05,0.001830174,0.014221191,-0.011077881,0.001830041,3.35E-06
5,1.58E-05,0.013486486,0.052185059,-0.049987793,0.013486746,0.000181892
1,2.52E-05,0.001853643,0.01272583,-0.011352539,0.001853509,3.44E-06
5,2.56E-05,0.012497007,0.057495117,-0.051208496,0.012497231,0.000156181
1,2.55E-05,0.001900626,0.015411377,-0.011688232,0.001900492,3.61E-06
5,2.76E-05,0.012677724,0.04309082,-0.042144775,0.012677947,0.00016073
1,2.57E-05,0.001872241,0.014129639,-0.010253906,0.001872102,3.50E-06
5,2.47E-05,0.01230917,0.040893555,-0.045593262,0.012309391,0.000151521
1,2.50E-05,0.001825237,0.012664795,-0.010925293,0.001825102,3.33E-06
5,2.32E-05,0.012451009,0.042602539,-0.044647217,0.012451237,0.000155033
1,2.61E-05,0.001864181,0.011260986,-0.010314941,0.001864036,3.47E-06
5,2.79E-05,0.01332778,0.051849365,-0.059875488,0.013328017,0.000177636
1,2.55E-05,0.001913111,0.011535645,-0.013641357,0.001912979,3.66E-06
5,1.93E-05,0.013302168,0.044586182,-0.05380249,0.01330242,0.000176954
1,2.58E-05,0.001835877,0.012390137,-0.009216309,0.001835732,3.37E-06
5,2.30E-05,0.013287993,0.053985596,-0.071502686,0.013288238,0.000176577
1,2.54E-05,0.001814689,0.013122559,-0.01083374,0.001814547,3.29E-06
5,1.82E-05,0.013954377,0.048828125,-0.051971436,0.013954644,0.000194732
1,2.65E-05,0.001790637,0.012176514,-0.010681152,0.001790476,3.21E-06
5,2.35E-05,0.013387816,0.048553467,-0.045959473,0.013388063,0.00017924
1,2.50E-05,0.001819515,0.012207031,-0.008026123,0.001819379,3.31E-06
5,3.27E-05,0.013144369,0.049835205,-0.049285889,0.013144591,0.00017278
1,2.57E-05,0.00191886,0.015136719,-0.012664795,0.001918726,3.68E-06
5,1.68E-05,0.012788824,0.047729492,-0.051208496,0.012789069,0.00016356
1,2.54E-05,0.001889623,0.016326904,-0.01171875,0.001889491,3.57E-06
5,2.65E-05,0.001472765,0.014190674,-0.010192871,0.001472555,2.17E-06
1,2.62E-05,0.001857469,0.015350342,-0.011352539,0.001857322,3.45E-06
5,2.70E-05,0.001418753,0.011505127,-0.00869751,0.001418524,2.01E-06
1,2.46E-05,0.001846295,0.012237549,-0.01083374,0.001846168,3.41E-06
5,2.68E-05,0.001372775,0.013122559,-0.010406494,0.001372541,1.88E-06
1,2.51E-05,0.00185776,0.014862061,-0.012207031,0.001857628,3.45E-06
5,2.74E-05,0.001359371,0.014221191,-0.009521484,0.001359123,1.85E-06
1,2.47E-05,0.001875992,0.013336182,-0.011474609,0.001875866,3.52E-06
5,2.68E-05,0.001351722,0.011322021,-0.00869751,0.001351483,1.83E-06
1,2.67E-05,0.001832568,0.015106201,-0.012695313,0.001832411,3.36E-06
5,2.74E-05,0.001334656,0.012176514,-0.009979248,0.001334401,1.78E-06
1,2.66E-05,0.001827786,0.014831543,-0.009429932,0.001827628,3.34E-06
5,2.74E-05,0.00134155,0.012237549,-0.009307861,0.001341297,1.80E-06
1,2.46E-05,0.001857601,0.013397217,-0.010223389,0.001857476,3.45E-06
5,2.74E-05,0.001481094,0.012969971,-0.009887695,0.00148087,2.19E-06
1,2.70E-05,0.00194105,0.013793945,-0.010650635,0.001940901,3.77E-06
5,2.27E-05,0.002943478,0.017364502,-0.015533447,0.002943449,8.66E-06
1,2.51E-05,0.001889493,0.015991211,-0.012512207,0.001889364,3.57E-06
5,2.66E-05,0.002806605,0.018005371,-0.012969971,0.002806535,7.88E-06
1,2.64E-05,0.001805792,0.014404297,-0.010192871,0.001805636,3.26E-06
5,2.55E-05,0.003580267,0.016143799,-0.01663208,0.003580247,1.28E-05
1,2.52E-05,0.001813292,0.015472412,-0.011047363,0.001813154,3.29E-06
5,2.36E-05,0.00402004,0.017730713,-0.021881104,0.004020051,1.62E-05
1,2.51E-05,0.001904507,0.014282227,-0.011962891,0.00190438,3.63E-06
5,2.16E-05,0.004282116,0.021575928,-0.017578125,0.004282147,1.83E-05
1,2.69E-05,0.001872304,0.012359619,-0.011199951,0.001872149,3.50E-06
5,2.25E-05,0.005236224,0.025024414,-0.023834229,0.00523628,2.74E-05
1,2.55E-05,0.001847878,0.014434814,-0.011688232,0.001847738,3.41E-06
5,2.86E-05,0.005370117,0.021148682,-0.024169922,0.005370148,2.88E-05
1,2.59E-05,0.001897625,0.012298584,-0.010986328,0.001897486,3.60E-06
5,2.22E-05,0.00463755,0.018798828,-0.020629883,0.004637589,2.15E-05
1,2.53E-05,0.001891699,0.012634277,-0.011535645,0.001891568,3.58E-06
5,2.31E-05,0.005152026,0.018432617,-0.020690918,0.005152077,2.65E-05
1,2.61E-05,0.001840872,0.015533447,-0.013183594,0.001840724,3.39E-06
5,2.62E-05,0.005703525,0.01965332,-0.022186279,0.005703579,3.25E-05
1,2.63E-05,0.001835452,0.01361084,-0.012084961,0.001835301,3.37E-06
5,2.09E-05,0.005534206,0.020050049,-0.022003174,0.005534277,3.06E-05
1,2.51E-05,0.001836337,0.016448975,-0.010925293,0.001836202,3.37E-06
5,2.71E-05,0.005471159,0.022583008,-0.023406982,0.005471201,2.99E-05
1,2.57E-05,0.001852413,0.014434814,-0.011657715,0.001852272,3.43E-06
5,2.09E-05,0.005588455,0.022766113,-0.031005859,0.005588528,3.12E-05
1,2.47E-05,0.001870322,0.014160156,-0.013153076,0.001870196,3.50E-06
5,2.67E-05,0.00507057,0.022460938,-0.021118164,0.005070601,2.57E-05
1,2.67E-05,0.001830088,0.014373779,-0.011169434,0.00182993,3.35E-06
5,2.24E-05,0.005798045,0.024963379,-0.025543213,0.005798117,3.36E-05
1,2.57E-05,0.001850071,0.012664795,-0.011810303,0.001849929,3.42E-06
5,2.30E-05,0.005896474,0.024261475,-0.028533936,0.005896547,3.48E-05
1,2.58E-05,0.001851161,0.015716553,-0.010406494,0.001851018,3.43E-06
5,2.20E-05,0.005486567,0.021026611,-0.021636963,0.005486633,3.01E-05
1,2.59E-05,0.001794384,0.014099121,-0.013397217,0.001794233,3.22E-06
5,2.66E-05,0.004791301,0.0184021,-0.023376465,0.004791323,2.30E-05
1,2.52E-05,0.001837164,0.0128479,-0.012176514,0.001837029,3.37E-06
5,2.41E-05,0.004863306,0.021118164,-0.020446777,0.004863344,2.37E-05
1,2.56E-05,0.001877318,0.012298584,-0.012054443,0.00187718,3.52E-06
5,2.33E-05,0.005146011,0.019165039,-0.018798828,0.005146062,2.65E-05
1,2.59E-05,0.001908129,0.014160156,-0.010650635,0.001907991,3.64E-06
5,2.23E-05,0.005174536,0.020050049,-0.022155762,0.005174591,2.68E-05
1,2.59E-05,0.001819732,0.012664795,-0.009857178,0.001819584,3.31E-06
5,2.34E-05,0.005150593,0.022583008,-0.018676758,0.005150643,2.65E-05
1,2.51E-05,0.001845522,0.014373779,-0.011077881,0.001845388,3.41E-06
5,2.43E-05,0.004486102,0.017669678,-0.016448975,0.004486126,2.01E-05
1,2.55E-05,0.001843041,0.013275146,-0.00894165,0.001842901,3.40E-06
5,2.46E-05,0.0050457,0.019561768,-0.021240234,0.005045741,2.55E-05
1,2.56E-05,0.001865028,0.015686035,-0.010742188,0.00186489,3.48E-06
5,2.27E-05,0.003555718,0.015136719,-0.014068604,0.003555717,1.26E-05
1,2.60E-05,0.00187248,0.014587402,-0.010040283,0.001872337,3.51E-06
5,2.32E-05,0.003663003,0.016815186,-0.017486572,0.003663002,1.34E-05
1,2.49E-05,0.001851611,0.014984131,-0.010803223,0.001851481,3.43E-06
5,2.46E-05,0.002670335,0.013580322,-0.010314941,0.002670275,7.13E-06
1,2.54E-05,0.001783406,0.014129639,-0.011779785,0.00178326,3.18E-06
5,2.44E-05,0.003140013,0.013519287,-0.018096924,0.003139981,9.86E-06
1,2.50E-05,0.001822511,0.014984131,-0.010650635,0.001822376,3.32E-06
5,2.61E-05,0.002377851,0.017547607,-0.01171875,0.002377755,5.65E-06
1,2.49E-05,0.001832913,0.015655518,-0.011260986,0.001832781,3.36E-06
5,2.39E-05,0.002635982,0.017608643,-0.01473999,0.002635926,6.95E-06
1,2.60E-05,0.001857105,0.016113281,-0.011535645,0.00185696,3.45E-06
5,2.52E-05,0.003783801,0.024200439,-0.016265869,0.003783793,1.43E-05
1,2.53E-05,0.001857595,0.014160156,-0.010406494,0.00185746,3.45E-06
5,2.29E-05,0.002349845,0.013793945,-0.01184082,0.00234978,5.52E-06
1,2.56E-05,0.001865991,0.013153076,-0.013031006,0.001865853,3.48E-06
5,2.49E-05,0.002078282,0.01348877,-0.010437012,0.002078174,4.32E-06
1,2.59E-05,0.001850345,0.014770508,-0.012145996,0.001850201,3.42E-06
5,2.34E-05,0.002369982,0.014953613,-0.013916016,0.002369914,5.62E-06
1,2.58E-05,0.001862308,0.013031006,-0.010742188,0.001862167,3.47E-06
5,2.72E-05,0.003007565,0.01550293,-0.013183594,0.003007502,9.05E-06
1,2.54E-05,0.001864415,0.016204834,-0.009979248,0.001864279,3.48E-06
5,2.46E-05,0.003038618,0.01864624,-0.012237549,0.003038579,9.23E-06
1,2.53E-05,0.001797129,0.014923096,-0.010803223,0.001796987,3.23E-06
5,2.43E-05,0.002331028,0.013702393,-0.012084961,0.002330947,5.43E-06
1,2.64E-05,0.001797505,0.014404297,-0.010955811,0.001797347,3.23E-06
5,2.32E-05,0.002854408,0.014984131,-0.013458252,0.002854371,8.15E-06
1,2.49E-05,0.001905822,0.015319824,-0.01159668,0.001905698,3.63E-06
5,2.59E-05,0.002466908,0.013885498,-0.013793945,0.002466821,6.09E-06
1,2.58E-05,0.001857625,0.014312744,-0.011505127,0.001857483,3.45E-06
5,2.30E-05,0.003190847,0.015716553,-0.01739502,0.003190828,1.02E-05
1,2.60E-05,0.001864334,0.012023926,-0.009735107,0.00186419,3.48E-06
5,2.47E-05,0.003760947,0.018157959,-0.018218994,0.003760941,1.41E-05
1,2.50E-05,0.001860086,0.016204834,-0.010406494,0.001859956,3.46E-06
5,2.39E-05,0.003906485,0.017578125,-0.020812988,0.00390649,1.53E-05
1,2.62E-05,0.001808921,0.01272583,-0.010314941,0.001808768,3.27E-06
5,2.55E-05,0.004259419,0.017822266,-0.01751709,0.004259428,1.81E-05
1,2.51E-05,0.001879205,0.015350342,-0.010437012,0.001879075,3.53E-06
5,2.28E-05,0.003673352,0.015869141,-0.014587402,0.003673354,1.35E-05
1,2.60E-05,0.001856253,0.01348877,-0.012451172,0.001856108,3.45E-06
5,2.45E-05,0.003554824,0.014862061,-0.015136719,0.00355481,1.26E-05
1,2.57E-05,0.001841512,0.015533447,-0.012084961,0.00184137,3.39E-06
5,2.21E-05,0.003549653,0.013641357,-0.017456055,0.003549655,1.26E-05
1,2.64E-05,0.001805623,0.014099121,-0.011627197,0.001805466,3.26E-06
5,2.47E-05,0.003443614,0.021728516,-0.014831543,0.003443594,1.19E-05
1,2.47E-05,0.001845231,0.01272583,-0.009979248,0.001845103,3.40E-06
5,2.52E-05,0.003718606,0.016113281,-0.018829346,0.003718596,1.38E-05
1,2.53E-05,0.001814642,0.013549805,-0.010681152,0.001814502,3.29E-06
5,2.35E-05,0.004076381,0.015838623,-0.01550293,0.004076395,1.66E-05
1,2.63E-05,0.001874005,0.013702393,-0.011169434,0.001873858,3.51E-06
5,2.26E-05,0.003851165,0.015533447,-0.018341064,0.003851176,1.48E-05
1,2.61E-05,0.001799896,0.012329102,-0.011993408,0.001799743,3.24E-06
5,2.53E-05,0.004051248,0.01651001,-0.018035889,0.00405125,1.64E-05
1,2.54E-05,0.00183754,0.014953613,-0.013427734,0.001837401,3.38E-06
5,2.16E-05,0.004416764,0.018463135,-0.020843506,0.004416799,1.95E-05
1,2.56E-05,0.001821056,0.0128479,-0.010742188,0.001820913,3.32E-06
5,2.51E-05,0.003177939,0.015899658,-0.013641357,0.003177903,1.01E-05
1,2.50E-05,0.001849764,0.014556885,-0.009460449,0.001849632,3.42E-06
5,1.59E-05,0.002446108,0.013671875,-0.010162354,0.002446105,5.98E-06
1,2.59E-05,0.001834806,0.012298584,-0.009521484,0.001834659,3.37E-06
5,2.21E-05,0.00368086,0.022155762,-0.017669678,0.003680867,1.35E-05
1,2.60E-05,0.001829383,0.013549805,-0.011566162,0.001829234,3.35E-06
5,2.60E-05,0.004277956,0.017730713,-0.021026611,0.004277963,1.83E-05
1,2.53E-05,0.00186922,0.011962891,-0.016021729,0.001869086,3.49E-06
5,2.50E-05,0.004627878,0.017333984,-0.019592285,0.004627903,2.14E-05
1,2.64E-05,0.001823235,0.012664795,-0.010742188,0.00182308,3.32E-06
5,2.36E-05,0.003853784,0.019317627,-0.017120361,0.003853789,1.49E-05
1,2.53E-05,0.001821844,0.01184082,-0.011169434,0.001821705,3.32E-06
5,2.37E-05,0.004427872,0.017272949,-0.018463135,0.004427897,1.96E-05
1,2.57E-05,0.001816278,0.013305664,-0.011413574,0.001816133,3.30E-06
5,2.18E-05,0.002988521,0.013458252,-0.012176514,0.002988501,8.93E-06
1,2.64E-05,0.00185458,0.014007568,-0.009216309,0.00185443,3.44E-06
5,2.59E-05,0.004335358,0.017669678,-0.0184021,0.004335367,1.88E-05
1,2.56E-05,0.001831237,0.013763428,-0.011962891,0.001831095,3.35E-06
5,2.41E-05,0.003192214,0.013275146,-0.013061523,0.003192187,1.02E-05
1,2.56E-05,0.001862914,0.015625,-0.009124756,0.001862776,3.47E-06
5,2.33E-05,0.004448014,0.021057129,-0.018463135,0.004448042,1.98E-05
1,2.50E-05,0.001825556,0.015899658,-0.010162354,0.001825421,3.33E-06
5,2.48E-05,0.004126867,0.018798828,-0.018615723,0.004126874,1.70E-05
1,2.60E-05,0.001874185,0.013305664,-0.009674072,0.001874043,3.51E-06
5,2.41E-05,0.003220845,0.015106201,-0.012451172,0.00322082,1.04E-05
1,2.64E-05,0.001856793,0.012512207,-0.009796143,0.001856643,3.45E-06
5,2.33E-05,0.003463536,0.015472412,-0.018188477,0.003463527,1.20E-05
1,1.68E-05,0.001509758,0.014953613,-0.011199951,0.001509695,2.28E-06
5,2.37E-05,0.002498418,0.013763428,-0.011199951,0.002498355,6.24E-06
1,2.63E-05,0.001848401,0.013671875,-0.010162354,0.001848251,3.42E-06
5,2.45E-05,0.003421973,0.022491455,-0.024169922,0.003421954,1.17E-05
1,2.58E-05,0.001865843,0.014984131,-0.013183594,0.001865702,3.48E-06
5,2.60E-05,0.003053628,0.014831543,-0.014373779,0.003053579,9.32E-06
1,2.56E-05,0.001832482,0.014862061,-0.009887695,0.001832339,3.36E-06
5,2.37E-05,0.003066604,0.016265869,-0.013305664,0.003066574,9.40E-06
1,2.57E-05,0.00186227,0.014404297,-0.010345459,0.00186213,3.47E-06
5,2.61E-05,0.003277973,0.016784668,-0.015289307,0.003277935,1.07E-05
1,2.53E-05,0.001796965,0.01385498,-0.012023926,0.001796823,3.23E-06
5,2.33E-05,0.002601099,0.01550293,-0.011657715,0.002601046,6.77E-06
1,2.63E-05,0.001807102,0.015228271,-0.012390137,0.001806947,3.27E-06
5,2.31E-05,0.002152009,0.012237549,-0.010101318,0.002151928,4.63E-06
1,2.55E-05,0.001784794,0.015014648,-0.011901855,0.001784648,3.18E-06
5,2.68E-05,0.001853308,0.01159668,-0.011108398,0.001853151,3.43E-06
1,2.58E-05,0.001821846,0.012664795,-0.01071167,0.0018217,3.32E-06
5,2.43E-05,0.003190749,0.016204834,-0.018493652,0.003190721,1.02E-05
1,2.56E-05,0.001838586,0.012695313,-0.011779785,0.001838444,3.38E-06
5,2.38E-05,0.003657731,0.018157959,-0.016906738,0.003657726,1.34E-05
1,2.55E-05,0.001851799,0.015563965,-0.012176514,0.00185166,3.43E-06
5,2.32E-05,0.00262932,0.013824463,-0.01083374,0.002629269,6.91E-06
1,2.60E-05,0.001819515,0.012756348,-0.010223389,0.001819366,3.31E-06
5,2.45E-05,0.00296967,0.015197754,-0.013977051,0.002969628,8.82E-06
1,2.58E-05,0.001852345,0.013092041,-0.010375977,0.001852202,3.43E-06
5,2.41E-05,0.002338645,0.013519287,-0.011199951,0.002338568,5.47E-06
1,2.61E-05,0.00185863,0.013305664,-0.010437012,0.001858484,3.45E-06
5,2.55E-05,0.002571094,0.012756348,-0.015197754,0.002571019,6.61E-06
1,2.55E-05,0.001849112,0.013122559,-0.011016846,0.001848973,3.42E-06
5,2.46E-05,0.002637764,0.015777588,-0.011901855,0.002637702,6.96E-06
1,2.61E-05,0.001814244,0.0128479,-0.010040283,0.001814092,3.29E-06
5,2.36E-05,0.00203215,0.012420654,-0.009674072,0.002032054,4.13E-06
1,2.53E-05,0.001828675,0.014343262,-0.01071167,0.001828537,3.34E-06
5,2.58E-05,0.001777957,0.013214111,-0.009674072,0.001777805,3.16E-06
1,2.64E-05,0.001841659,0.01675415,-0.010101318,0.001841506,3.39E-06
5,2.61E-05,0.001542058,0.011779785,-0.009185791,0.001541869,2.38E-06
1,2.59E-05,0.001885326,0.015777588,-0.013214111,0.001885186,3.55E-06
5,2.61E-05,0.001471111,0.011779785,-0.009979248,0.001470908,2.16E-06
1,2.60E-05,0.001914108,0.013061523,-0.010498047,0.00191397,3.66E-06
5,2.78E-05,0.001398867,0.012542725,-0.009521484,0.001398618,1.96E-06
1,2.54E-05,0.001884473,0.013977051,-0.010223389,0.001884339,3.55E-06
5,2.61E-05,0.001361824,0.011688232,-0.008605957,0.001361601,1.85E-06
1,2.64E-05,0.001834964,0.015472412,-0.01083374,0.001834811,3.37E-06
5,2.68E-05,0.001359731,0.012207031,-0.008666992,0.001359494,1.85E-06
1,2.44E-05,0.001859521,0.01461792,-0.010803223,0.001859398,3.46E-06
5,2.63E-05,0.001355563,0.0128479,-0.010223389,0.001355335,1.84E-06
1,2.66E-05,0.001914523,0.012664795,-0.010437012,0.001914377,3.66E-06
5,2.66E-05,0.001341604,0.010375977,-0.010040283,0.001341367,1.80E-06
1,2.57E-05,0.001845758,0.012542725,-0.009277344,0.001845617,3.41E-06
5,2.64E-05,0.001341595,0.012420654,-0.009765625,0.001341361,1.80E-06
1,2.57E-05,0.001818715,0.014007568,-0.009613037,0.001818569,3.31E-06
5,2.66E-05,0.00133792,0.011566162,-0.009918213,0.001337682,1.79E-06
1,2.66E-05,0.001776059,0.014251709,-0.012237549,0.001775895,3.15E-06
5,2.33E-05,0.004612286,0.017425537,-0.019866943,0.00461232,2.13E-05
1,2.63E-05,0.001773382,0.013397217,-0.009552002,0.001773223,3.14E-06
5,2.84E-05,0.005026336,0.018310547,-0.0184021,0.005026356,2.53E-05
1,2.57E-05,0.001792961,0.011383057,-0.011291504,0.001792813,3.21E-06
5,2.31E-05,0.005506835,0.021514893,-0.022277832,0.005506896,3.03E-05
1,2.52E-05,0.001847841,0.014282227,-0.011138916,0.001847706,3.41E-06
5,2.33E-05,0.004893512,0.022705078,-0.017242432,0.004893554,2.39E-05
1,2.61E-05,0.001871564,0.013793945,-0.009796143,0.001871419,3.50E-06
5,2.42E-05,0.005566608,0.026275635,-0.021057129,0.005566666,3.10E-05
1,2.60E-05,0.001795443,0.011810303,-0.009521484,0.00179529,3.22E-06
5,2.59E-05,0.004421119,0.020324707,-0.015533447,0.004421132,1.95E-05
1,2.57E-05,0.001859937,0.012115479,-0.011474609,0.001859797,3.46E-06
5,2.62E-05,0.004983483,0.019958496,-0.022247314,0.004983514,2.48E-05
1,2.65E-05,0.001827403,0.012634277,-0.009796143,0.001827246,3.34E-06
5,2.06E-05,0.004812091,0.018371582,-0.017852783,0.004812143,2.32E-05
1,2.65E-05,0.00179658,0.014434814,-0.010437012,0.00179642,3.23E-06
5,2.23E-05,0.004449435,0.019622803,-0.017944336,0.004449469,1.98E-05
1,2.55E-05,0.001806725,0.012329102,-0.008850098,0.001806582,3.26E-06
5,2.80E-05,0.003611128,0.024810791,-0.014373779,0.003611091,1.30E-05
1,2.64E-05,0.001830402,0.013885498,-0.011047363,0.001830248,3.35E-06
5,2.51E-05,0.003095351,0.021057129,-0.013244629,0.003095311,9.58E-06
1,2.54E-05,0.001830841,0.014404297,-0.011474609,0.001830702,3.35E-06
5,2.39E-05,0.003060137,0.014404297,-0.012390137,0.003060104,9.36E-06
1,2.67E-05,0.001817631,0.01361084,-0.012939453,0.001817471,3.30E-06
