Classificador,Média,RMS,Maximo,Mínimo,Desvio Padrão,Variância
5,7.90E-06,0.011107311,0.048950195,-0.044921875,0.01110753,0.000123377
1,2.49E-05,0.001875065,0.011260986,-0.011657715,0.001874937,3.52E-06
5,2.92E-05,0.014259553,0.050079346,-0.056335449,0.014259809,0.000203342
1,2.59E-05,0.0018479,0.014770508,-0.009857178,0.001847756,3.41E-06
5,2.57E-05,0.013377455,0.048797607,-0.048461914,0.013377698,0.000178963
1,2.54E-05,0.001903321,0.013885498,-0.011688232,0.00190319,3.62E-06
5,1.31E-05,0.011499373,0.052276611,-0.054718018,0.011499596,0.000132241
1,2.57E-05,0.001951712,0.016143799,-0.0105896,0.001951582,3.81E-06
5,2.91E-05,0.011690867,0.04296875,-0.045440674,0.011691064,0.000136681
1,2.66E-05,0.00184284,0.014373779,-0.009216309,0.001842685,3.40E-06
5,2.63E-05,0.012229998,0.041992188,-0.048156738,0.012230215,0.000149578
1,2.42E-05,0.001877698,0.016998291,-0.013244629,0.00187758,3.53E-06
5,2.31E-05,0.013258302,0.05291748,-0.063720703,0.013258547,0.000175789
1,2.60E-05,0.001905211,0.015777588,-0.009765625,0.001905072,3.63E-06
5,2.26E-05,0.011777277,0.043884277,-0.042510986,0.01177749,0.000138709
1,2.52E-05,0.001874931,0.012939453,-0.0105896,0.001874799,3.51E-06
5,2.74E-05,0.011608738,0.053375244,-0.045257568,0.011608937,0.000134767
1,2.61E-05,0.001889207,0.013641357,-0.015167236,0.001889065,3.57E-06
5,2.21E-05,0.011962876,0.050292969,-0.05065918,0.011963095,0.000143116
1,2.53E-05,0.001910202,0.0128479,-0.011901855,0.001910073,3.65E-06
5,2.33E-05,0.012543669,0.04284668,-0.044769287,0.012543899,0.000157349
1,2.58E-05,0.001856832,0.013641357,-0.008850098,0.00185669,3.45E-06
5,1.54E-05,0.01305685,0.046783447,-0.052612305,0.013057102,0.000170488
1,2.52E-05,0.001845848,0.0128479,-0.011627197,0.001845712,3.41E-06
5,3.12E-05,0.012585227,0.045501709,-0.045928955,0.01258544,0.000158393
1,2.53E-05,0.001938092,0.014892578,-0.010070801,0.001937965,3.76E-06
5,2.32E-05,0.013502925,0.049865723,-0.049865723,0.013503175,0.000182336
1,2.50E-05,0.001860808,0.014221191,-0.00982666,0.001860677,3.46E-06
5,2.36E-05,0.01385968,0.05355835,-0.048583984,0.013859937,0.000192098
1,2.66E-05,0.001918689,0.014953613,-0.011383057,0.001918543,3.68E-06
5,3.23E-05,0.014029926,0.057830811,-0.060546875,0.01403017,0.000196846
1,2.61E-05,0.00187833,0.015441895,-0.009521484,0.001878186,3.53E-06
5,1.58E-05,0.012573122,0.041992188,-0.051483154,0.012573363,0.000158089
1,2.51E-05,0.001861321,0.011108398,-0.012817383,0.00186119,3.46E-06
5,2.30E-05,0.013410854,0.049591064,-0.055297852,0.013411102,0.000179858
1,2.56E-05,0.001898645,0.014007568,-0.012115479,0.001898509,3.60E-06
5,2.06E-05,0.01254275,0.050994873,-0.053283691,0.012542984,0.000157326
1,2.51E-05,0.001882407,0.013549805,-0.009979248,0.001882277,3.54E-06
5,3.46E-05,0.01248905,0.048736572,-0.048034668,0.012489252,0.000155981
1,2.58E-05,0.001843018,0.014190674,-0.012451172,0.001842874,3.40E-06
5,2.01E-05,0.011816617,0.046051025,-0.044219971,0.011816836,0.000139638
1,2.45E-05,0.001910993,0.011077881,-0.011779785,0.001910875,3.65E-06
5,1.76E-05,0.011662974,0.044281006,-0.044158936,0.011663194,0.00013603
1,2.62E-05,0.001871291,0.013458252,-0.009643555,0.001871144,3.50E-06
5,2.72E-05,0.011353192,0.055267334,-0.054931641,0.011353386,0.000128899
1,2.43E-05,0.001850896,0.011901855,-0.010864258,0.001850774,3.43E-06
5,3.03E-05,0.011580209,0.050323486,-0.051025391,0.011580401,0.000134106
1,1.79E-05,0.001549655,0.01159668,-0.010467529,0.001549582,2.40E-06
5,1.68E-05,0.011886552,0.050384521,-0.053070068,0.011886778,0.000141295
1,2.46E-05,0.001880285,0.014007568,-0.0128479,0.001880161,3.54E-06
5,2.39E-05,0.012648719,0.050201416,-0.052307129,0.012648949,0.000159996
1,2.61E-05,0.001852365,0.016052246,-0.012542725,0.001852218,3.43E-06
5,2.67E-05,0.012419754,0.047607422,-0.04397583,0.012419974,0.000154256
1,2.47E-05,0.001850001,0.013641357,-0.012176514,0.001849873,3.42E-06
5,1.57E-05,0.013177134,0.049072266,-0.062408447,0.013177389,0.000173644
1,2.44E-05,0.001899636,0.014099121,-0.011474609,0.001899517,3.61E-06
5,3.93E-05,0.013031076,0.056121826,-0.052825928,0.013031277,0.000169814
1,2.51E-05,0.001900301,0.01373291,-0.00970459,0.001900173,3.61E-06
5,2.13E-05,0.01283523,0.047851563,-0.053955078,0.012835469,0.000164749
1,2.60E-05,0.00193314,0.01574707,-0.010772705,0.001933004,3.74E-06
5,2.42E-05,0.013348898,0.050170898,-0.051635742,0.013349143,0.0001782
1,2.54E-05,0.001865346,0.016967773,-0.013824463,0.00186521,3.48E-06
5,1.64E-05,0.016828435,0.068237305,-0.062438965,0.016828764,0.000283207
1,2.52E-05,0.001863934,0.015716553,-0.011688232,0.0018638,3.47E-06
5,2.64E-05,0.017205369,0.066925049,-0.069458008,0.017205693,0.000296036
1,2.49E-05,0.001874912,0.013336182,-0.012329102,0.001874784,3.51E-06
5,2.04E-05,0.015728282,0.058319092,-0.061859131,0.015728584,0.000247388
1,2.61E-05,0.001922451,0.016845703,-0.009979248,0.001922311,3.70E-06
5,2.02E-05,0.017113489,0.060424805,-0.061981201,0.01711382,0.000292883
1,2.46E-05,0.001966454,0.01461792,-0.011932373,0.00196634,3.87E-06
5,4.09E-05,0.016577616,0.059906006,-0.061737061,0.016577897,0.000274827
1,2.48E-05,0.001921029,0.013946533,-0.011413574,0.001920908,3.69E-06
5,1.23E-05,0.01456263,0.055877686,-0.054290771,0.014562916,0.000212079
1,2.62E-05,0.001852035,0.012145996,-0.010284424,0.001851886,3.43E-06
5,3.18E-05,0.019280412,0.0730896,-0.075073242,0.019280772,0.000371748
1,2.54E-05,0.001871775,0.01461792,-0.010650635,0.00187164,3.50E-06
5,1.75E-05,0.017757161,0.057342529,-0.060913086,0.017757508,0.000315329
1,2.44E-05,0.001865711,0.012878418,-0.01083374,0.001865589,3.48E-06
5,2.85E-05,0.016217992,0.058685303,-0.057434082,0.016218292,0.000263033
1,2.53E-05,0.001863837,0.016998291,-0.011779785,0.001863703,3.47E-06
5,2.37E-05,0.016886366,0.075744629,-0.068450928,0.016886687,0.00028516
1,2.62E-05,0.001867713,0.012359619,-0.013122559,0.001867567,3.49E-06
5,3.38E-05,0.016976016,0.090179443,-0.060913086,0.016976322,0.000288196
1,2.53E-05,0.001897064,0.01385498,-0.010101318,0.001896933,3.60E-06
5,2.39E-05,0.01641506,0.068481445,-0.065887451,0.016415371,0.000269464
1,2.45E-05,0.001857726,0.012634277,-0.012664795,0.001857602,3.45E-06
5,1.29E-05,0.016613394,0.054107666,-0.062103271,0.016613721,0.000276016
1,2.64E-05,0.001902628,0.013153076,-0.012023926,0.001902484,3.62E-06
5,3.02E-05,0.017094917,0.057128906,-0.054901123,0.017095232,0.000292247
1,2.46E-05,0.001819815,0.011535645,-0.012786865,0.001819685,3.31E-06
5,3.63E-05,0.016627773,0.05859375,-0.062835693,0.016628066,0.000276493
1,2.54E-05,0.001887676,0.014312744,-0.009674072,0.001887543,3.56E-06
5,1.62E-05,0.017027718,0.064086914,-0.064208984,0.017028051,0.000289955
1,2.64E-05,0.001845578,0.01184082,-0.010650635,0.001845426,3.41E-06
5,1.95E-05,0.016409966,0.066711426,-0.072357178,0.016410282,0.000269297
1,2.54E-05,0.001857553,0.01574707,-0.01184082,0.001857417,3.45E-06
5,3.06E-05,0.016420583,0.065826416,-0.057128906,0.016420883,0.000269645
1,2.56E-05,0.00190623,0.01361084,-0.013916016,0.001906096,3.63E-06
5,1.65E-05,0.015475332,0.061523438,-0.063842773,0.015475633,0.000239495
1,2.54E-05,0.001945472,0.014160156,-0.011962891,0.001945346,3.78E-06
5,3.08E-05,0.016179186,0.069885254,-0.059875488,0.016179481,0.000261776
1,2.56E-05,0.001911077,0.013946533,-0.010772705,0.001910943,3.65E-06
5,2.33E-05,0.016501411,0.061462402,-0.058654785,0.016501724,0.000272307
1,2.51E-05,0.001908266,0.012573242,-0.012023926,0.00190814,3.64E-06
5,1.38E-05,0.015379896,0.071868896,-0.055114746,0.015380198,0.00023655
1,2.57E-05,0.001876995,0.012908936,-0.012573242,0.001876856,3.52E-06
5,3.16E-05,0.015362552,0.053710938,-0.059143066,0.015362827,0.000236016
1,2.56E-05,0.001871523,0.014190674,-0.012664795,0.001871385,3.50E-06
5,2.67E-05,0.014893252,0.06149292,-0.062713623,0.014893526,0.000221817
1,2.59E-05,0.0019085,0.016357422,-0.010223389,0.001908362,3.64E-06
5,2.01E-05,0.015377367,0.066833496,-0.054229736,0.015377662,0.000236472
1,2.57E-05,0.001896448,0.014526367,-0.012786865,0.001896312,3.60E-06
5,3.19E-05,0.013780883,0.044769287,-0.053985596,0.013781121,0.000189919
1,2.52E-05,0.001895929,0.013916016,-0.011108398,0.0018958,3.59E-06
5,2.40E-05,0.015193153,0.067840576,-0.061920166,0.015193438,0.000230841
1,2.50E-05,0.001893467,0.014190674,-0.010528564,0.00189334,3.58E-06
5,1.77E-05,0.013882396,0.04989624,-0.043792725,0.013882662,0.000192728
1,2.54E-05,0.001897005,0.017211914,-0.011413574,0.001896873,3.60E-06
5,2.40E-05,0.015245973,0.053070068,-0.058776855,0.015246259,0.000232448
1,2.46E-05,0.002005206,0.013122559,-0.011108398,0.002005095,4.02E-06
5,2.56E-05,0.014978526,0.052886963,-0.058135986,0.014978804,0.000224365
1,2.73E-05,0.001948692,0.015930176,-0.012817383,0.00194854,3.80E-06
5,2.18E-05,0.015024278,0.058319092,-0.051727295,0.015024562,0.000225737
1,2.49E-05,0.001925321,0.014923096,-0.011016846,0.001925199,3.71E-06
5,2.34E-05,0.016137982,0.054595947,-0.05355835,0.016138288,0.000260444
1,2.49E-05,0.001849867,0.013214111,-0.011444092,0.001849736,3.42E-06
5,3.54E-05,0.01684941,0.059112549,-0.06729126,0.016849709,0.000283913
1,2.64E-05,0.001840167,0.014984131,-0.010528564,0.001840014,3.39E-06
5,1.51E-05,0.015761468,0.057983398,-0.065338135,0.015761776,0.000248434
1,2.60E-05,0.001880411,0.016876221,-0.009521484,0.001880268,3.54E-06
5,1.90E-05,0.017143688,0.06652832,-0.076904297,0.01714402,0.000293917
1,2.47E-05,0.001838015,0.012817383,-0.011505127,0.001837886,3.38E-06
5,3.45E-05,0.017607452,0.062561035,-0.062438965,0.01760777,0.000310034
1,2.61E-05,0.001819586,0.014678955,-0.009918213,0.001819435,3.31E-06
5,1.28E-05,0.017131381,0.072753906,-0.068695068,0.017131719,0.000293496
1,2.55E-05,0.001851238,0.010742188,-0.010742188,0.001851099,3.43E-06
5,3.77E-05,0.018787616,0.072235107,-0.06842041,0.018787953,0.000352987
1,2.56E-05,0.001922086,0.01473999,-0.011749268,0.001921955,3.69E-06
5,2.67E-05,0.020055592,0.070495605,-0.074584961,0.020055975,0.000402242
1,2.58E-05,0.001872254,0.013458252,-0.011444092,0.001872113,3.50E-06
5,1.67E-05,0.023747812,0.084411621,-0.089355469,0.023748281,0.000563981
1,2.61E-05,0.001865584,0.015991211,-0.011474609,0.001865439,3.48E-06
5,2.53E-05,0.022970857,0.082214355,-0.0859375,0.022971303,0.000527681
1,2.65E-05,0.001857072,0.013000488,-0.009338379,0.001856919,3.45E-06
5,2.06E-05,0.023127957,0.083404541,-0.1000061,0.02312841,0.000534923
1,2.52E-05,0.001859523,0.013397217,-0.011810303,0.001859389,3.46E-06
5,3.46E-05,0.023622596,0.082092285,-0.092041016,0.023623043,0.000558048
1,2.43E-05,0.001911041,0.013336182,-0.011779785,0.001910925,3.65E-06
5,1.43E-05,0.023684049,0.096374512,-0.09942627,0.023684519,0.000560956
1,2.70E-05,0.001868418,0.0128479,-0.011169434,0.00186826,3.49E-06
5,4.89E-05,0.022658783,0.077697754,-0.084350586,0.022659183,0.000513439
1,2.40E-05,0.001917025,0.012969971,-0.012207031,0.001916914,3.67E-06
5,-5.27E-07,0.023129463,0.084594727,-0.094512939,0.023129925,0.000534993
1,2.65E-05,0.001929472,0.012908936,-0.012420654,0.001929329,3.72E-06
5,3.21E-05,0.021356911,0.072998047,-0.078063965,0.021357314,0.000456135
1,2.41E-05,0.001937649,0.013763428,-0.0128479,0.001937538,3.75E-06
5,2.75E-05,0.019226357,0.070953369,-0.089233398,0.019226722,0.000369667
1,2.47E-05,0.001963566,0.013061523,-0.010192871,0.00196345,3.86E-06
5,2.48E-05,0.017339824,0.060943604,-0.078735352,0.017340153,0.000300681
1,2.67E-05,0.001939135,0.015655518,-0.011505127,0.00193899,3.76E-06
5,1.42E-05,0.01724756,0.068237305,-0.071929932,0.0172479,0.00029749
1,2.39E-05,0.002048458,0.015869141,-0.011199951,0.002048359,4.20E-06
5,2.67E-05,0.016833886,0.056976318,-0.061248779,0.016834202,0.00028339
1,2.67E-05,0.001967006,0.013397217,-0.013427734,0.001966864,3.87E-06
5,2.01E-05,0.016025245,0.058929443,-0.055450439,0.016025553,0.000256818
1,2.55E-05,0.001999196,0.01348877,-0.011627197,0.001999073,4.00E-06
5,3.24E-05,0.015982087,0.051696777,-0.054748535,0.015982374,0.000255436
1,2.42E-05,0.001963611,0.012084961,-0.01260376,0.001963501,3.86E-06
5,1.68E-05,0.01609154,0.061401367,-0.056213379,0.016091853,0.000258948
1,2.51E-05,0.00189743,0.014007568,-0.013397217,0.001897302,3.60E-06
5,2.29E-05,0.016225839,0.068756104,-0.061645508,0.016226147,0.000263288
1,2.53E-05,0.001944938,0.01260376,-0.010101318,0.001944813,3.78E-06
5,2.81E-05,0.014659326,0.058410645,-0.060577393,0.014659592,0.000214904
1,2.56E-05,0.001982557,0.013031006,-0.010925293,0.001982432,3.93E-06
5,2.55E-05,0.015842361,0.06552124,-0.053222656,0.015842657,0.00025099
1,2.55E-05,0.001923796,0.013885498,-0.014648438,0.001923665,3.70E-06
5,2.25E-05,0.015820617,0.062927246,-0.058929443,0.015820918,0.000250301
1,2.61E-05,0.001848621,0.012084961,-0.011352539,0.001848474,3.42E-06
5,1.43E-05,0.015871581,0.060546875,-0.054840088,0.015871892,0.000251917
1,2.53E-05,0.001843683,0.01461792,-0.012115479,0.001843546,3.40E-06
5,2.00E-05,0.017493528,0.067687988,-0.068511963,0.017493866,0.000306035
1,2.66E-05,0.001892102,0.0128479,-0.010437012,0.001891953,3.58E-06
5,4.05E-05,0.017661372,0.06451416,-0.064208984,0.017661679,0.000311935
1,2.59E-05,0.001829577,0.012786865,-0.010437012,0.00182943,3.35E-06
5,1.63E-05,0.017984682,0.076324463,-0.061035156,0.017985034,0.000323461
1,2.51E-05,0.001890229,0.013092041,-0.012542725,0.0018901,3.57E-06
5,3.14E-05,0.01756456,0.066894531,-0.072143555,0.017564883,0.000308525
1,2.50E-05,0.001959073,0.016876221,-0.011871338,0.001958953,3.84E-06
5,1.41E-05,0.01760996,0.064483643,-0.088378906,0.017610307,0.000310123
1,2.41E-05,0.001954946,0.012573242,-0.011383057,0.001954836,3.82E-06
5,3.60E-05,0.019200009,0.087493896,-0.074676514,0.019200359,0.000368654
1,2.72E-05,0.001926316,0.013275146,-0.010345459,0.001926162,3.71E-06
5,9.85E-06,0.01844573,0.066467285,-0.068725586,0.018446096,0.000340258
1,2.50E-05,0.00191045,0.01373291,-0.014099121,0.001910324,3.65E-06
5,3.15E-05,0.017980407,0.066314697,-0.061767578,0.017980739,0.000323307
1,2.56E-05,0.00194388,0.013397217,-0.011505127,0.001943749,3.78E-06
5,3.14E-05,0.018646144,0.06539917,-0.06854248,0.018646491,0.000347692
1,2.60E-05,0.001906273,0.013702393,-0.010223389,0.001906135,3.63E-06
5,3.41E-05,0.017842989,0.064880371,-0.059539795,0.017843313,0.000318384
1,2.40E-05,0.00192782,0.012145996,-0.011413574,0.001927709,3.72E-06
5,8.57E-06,0.015411384,0.060424805,-0.05947876,0.01541169,0.00023752
1,2.63E-05,0.001904191,0.01385498,-0.013305664,0.001904048,3.63E-06
5,2.07E-05,0.016086922,0.069641113,-0.060058594,0.016087231,0.000258799
1,2.53E-05,0.001888666,0.012542725,-0.011688232,0.001888534,3.57E-06
5,2.19E-05,0.017133986,0.06640625,-0.068481445,0.017134315,0.000293585
1,2.59E-05,0.001894979,0.01651001,-0.013366699,0.001894839,3.59E-06
5,2.77E-05,0.016844881,0.061309814,-0.063049316,0.016845195,0.000283761
1,2.48E-05,0.00191855,0.01373291,-0.012939453,0.001918428,3.68E-06
5,1.42E-05,0.018153857,0.073883057,-0.067352295,0.018154215,0.000329576
1,2.49E-05,0.001886532,0.017852783,-0.01184082,0.001886405,3.56E-06
5,2.27E-05,0.01808576,0.069458008,-0.067443848,0.018086107,0.000327107
1,2.68E-05,0.001937642,0.015350342,-0.01071167,0.001937495,3.75E-06
5,1.57E-05,0.018164389,0.066955566,-0.06829834,0.018164746,0.000329958
1,2.62E-05,0.001978402,0.016723633,-0.011810303,0.001978268,3.91E-06
5,3.33E-05,0.017753947,0.065429688,-0.077178955,0.017754271,0.000315214
1,2.44E-05,0.001911759,0.014892578,-0.011474609,0.001911641,3.65E-06
5,3.37E-05,0.017485797,0.06842041,-0.062072754,0.017486114,0.000305764
1,2.60E-05,0.001882177,0.014007568,-0.011627197,0.001882034,3.54E-06
5,1.89E-05,0.017134914,0.060180664,-0.06350708,0.017135247,0.000293617
1,2.61E-05,0.001825634,0.014007568,-0.011779785,0.001825485,3.33E-06
5,2.48E-05,0.016587665,0.062805176,-0.072784424,0.016587978,0.000275161
1,2.56E-05,0.001879132,0.013153076,-0.011352539,0.001878995,3.53E-06
5,2.23E-05,0.01522885,0.05657959,-0.056152344,0.015229139,0.000231927
1,2.59E-05,0.001823943,0.012695313,-0.011413574,0.001823795,3.33E-06
5,3.85E-05,0.015398212,0.054351807,-0.061004639,0.015398472,0.000237113
1,2.54E-05,0.001879741,0.014160156,-0.011932373,0.001879607,3.53E-06
5,1.21E-05,0.015518734,0.064025879,-0.054199219,0.01551904,0.000240841
1,2.54E-05,0.001886106,0.013153076,-0.01159668,0.001885973,3.56E-06
5,2.58E-05,0.01532157,0.055206299,-0.057922363,0.015321855,0.000234759
1,2.52E-05,0.001855387,0.015960693,-0.012512207,0.001855253,3.44E-06
5,2.12E-05,0.014725826,0.051940918,-0.060791016,0.014726106,0.000216858
1,2.66E-05,0.001870439,0.015869141,-0.011138916,0.001870287,3.50E-06
5,2.72E-05,0.014310381,0.054412842,-0.049468994,0.014310641,0.000204794
1,2.60E-05,0.001841584,0.012023926,-0.010040283,0.001841438,3.39E-06
5,2.41E-05,0.015076802,0.053741455,-0.05557251,0.015077084,0.000227318
1,2.44E-05,0.001907671,0.015350342,-0.011566162,0.001907552,3.64E-06
5,1.60E-05,0.014957405,0.053466797,-0.051574707,0.014957696,0.000223733
1,2.06E-05,0.001575254,0.014068604,-0.009979248,0.001575151,2.48E-06
5,3.11E-05,0.014538976,0.051391602,-0.053863525,0.014539233,0.000211389
1,2.26E-05,0.001775412,0.015197754,-0.012786865,0.001775304,3.15E-06
5,2.18E-05,0.01490285,0.055236816,-0.049316406,0.014903132,0.000222103
1,2.67E-05,0.001869268,0.017303467,-0.012878418,0.001869115,3.49E-06
5,3.01E-05,0.01427454,0.061676025,-0.057281494,0.014274794,0.00020377
1,2.59E-05,0.001863554,0.012084961,-0.009887695,0.001863411,3.47E-06
5,2.57E-05,0.014554338,0.048522949,-0.051818848,0.014554607,0.000211837
1,2.56E-05,0.001856433,0.01574707,-0.010192871,0.001856293,3.45E-06
5,1.64E-05,0.013677431,0.048339844,-0.058135986,0.013677695,0.000187079
1,2.51E-05,0.001859554,0.01473999,-0.012023926,0.001859422,3.46E-06
5,3.13E-05,0.013043277,0.055267334,-0.058746338,0.013043501,0.000170133
1,2.61E-05,0.001926048,0.013427734,-0.011047363,0.00192591,3.71E-06
5,1.62E-05,0.014063063,0.050689697,-0.053192139,0.014063335,0.000197777
1,2.55E-05,0.001825497,0.014221191,-0.011352539,0.001825356,3.33E-06
5,2.83E-05,0.014171637,0.054779053,-0.056854248,0.014171892,0.000200843
1,2.68E-05,0.00186999,0.016204834,-0.012115479,0.001869835,3.50E-06
5,2.70E-05,0.014091972,0.051452637,-0.051269531,0.014092228,0.000198591
1,2.48E-05,0.001882254,0.016265869,-0.010253906,0.001882128,3.54E-06
5,2.20E-05,0.01381837,0.056121826,-0.062286377,0.013818629,0.000190955
1,2.57E-05,0.001909751,0.014038086,-0.010650635,0.001909617,3.65E-06
5,2.90E-05,0.013956617,0.054656982,-0.060272217,0.013956866,0.000194794
1,2.65E-05,0.001852532,0.015625,-0.011962891,0.001852379,3.43E-06
5,2.33E-05,0.014267384,0.052154541,-0.04888916,0.01426765,0.000203566
1,2.53E-05,0.001913272,0.013793945,-0.011444092,0.001913143,3.66E-06
5,3.47E-05,0.016172437,0.080108643,-0.067077637,0.016172723,0.000261557
1,2.55E-05,0.001929348,0.012756348,-0.010192871,0.001929219,3.72E-06
5,2.03E-05,0.015602911,0.058074951,-0.062286377,0.01560321,0.00024346
1,2.58E-05,0.00187663,0.015075684,-0.011199951,0.00187649,3.52E-06
5,1.95E-05,0.01678577,0.062866211,-0.058776855,0.016786094,0.000281773
1,2.57E-05,0.001842965,0.013183594,-0.010101318,0.001842823,3.40E-06
5,3.10E-05,0.018148434,0.082672119,-0.075592041,0.018148771,0.000329378
1,2.52E-05,0.001859258,0.013885498,-0.011871338,0.001859124,3.46E-06
5,2.93E-05,0.019945884,0.079772949,-0.078063965,0.019946261,0.000397853
1,2.56E-05,0.001860077,0.01171875,-0.010620117,0.001859938,3.46E-06
5,1.26E-05,0.020600897,0.091247559,-0.092407227,0.020601305,0.000424414
1,2.52E-05,0.001898335,0.014831543,-0.010101318,0.001898206,3.60E-06
5,4.26E-05,0.020556426,0.073242188,-0.087371826,0.020556793,0.000422582
1,2.59E-05,0.001899564,0.013275146,-0.013183594,0.001899425,3.61E-06
5,2.23E-05,0.020627649,0.077270508,-0.077575684,0.02062805,0.000425516
1,2.55E-05,0.001886343,0.01348877,-0.010040283,0.001886208,3.56E-06
5,8.15E-06,0.021132813,0.073760986,-0.080749512,0.021133234,0.000446614
1,2.57E-05,0.001950003,0.015960693,-0.012084961,0.001949872,3.80E-06
5,1.72E-05,0.023613199,0.082214355,-0.090148926,0.023613665,0.000557605
1,2.54E-05,0.001911594,0.013000488,-0.009674072,0.001911464,3.65E-06
5,5.17E-05,0.02258159,0.080413818,-0.090179443,0.022581982,0.000509946
1,2.60E-05,0.001844139,0.015869141,-0.011627197,0.001843992,3.40E-06
5,-6.56E-06,0.022605023,0.092559814,-0.082366943,0.022605474,0.000511007
1,2.58E-05,0.001853542,0.014038086,-0.009918213,0.001853399,3.44E-06
5,5.87E-05,0.021330002,0.076293945,-0.071411133,0.021330348,0.000454984
1,2.59E-05,0.001839727,0.013824463,-0.011688232,0.001839581,3.38E-06
5,9.60E-06,0.021559746,0.083129883,-0.085449219,0.021560175,0.000464841
1,2.43E-05,0.001843434,0.013244629,-0.010986328,0.00184331,3.40E-06
5,2.50E-05,0.022361409,0.077331543,-0.08303833,0.022361842,0.000500052
1,2.63E-05,0.00186105,0.012451172,-0.011108398,0.001860902,3.46E-06
5,1.82E-05,0.021380094,0.090911865,-0.092285156,0.021380514,0.000457126
1,2.57E-05,0.001858158,0.015167236,-0.011779785,0.001858018,3.45E-06
5,2.81E-05,0.019984877,0.081207275,-0.070556641,0.019985257,0.00039941
1,2.52E-05,0.001901023,0.014465332,-0.012756348,0.001900893,3.61E-06
5,2.49E-05,0.021162385,0.071533203,-0.065704346,0.021162793,0.000447864
1,2.40E-05,0.001881931,0.014678955,-0.01159668,0.001881815,3.54E-06
5,2.78E-05,0.021513161,0.072296143,-0.071044922,0.021513573,0.000462834
1,2.61E-05,0.00185197,0.016845703,-0.012115479,0.001851823,3.43E-06
5,3.05E-05,0.021015866,0.067321777,-0.068237305,0.021016264,0.000441683
1,2.59E-05,0.001780345,0.013061523,-0.012084961,0.001780192,3.17E-06
5,1.22E-05,0.021016646,0.099182129,-0.093994141,0.021017063,0.000441717
1,2.60E-05,0.001848084,0.014099121,-0.011199951,0.001847938,3.41E-06
5,2.03E-05,0.021408119,0.096405029,-0.08984375,0.021408537,0.000458325
1,2.49E-05,0.001881664,0.014007568,-0.010772705,0.001881537,3.54E-06
5,4.02E-05,0.021571327,0.10287476,-0.089141846,0.021571721,0.000465339
1,2.57E-05,0.001891481,0.012878418,-0.013244629,0.001891344,3.58E-06
5,1.33E-05,0.021738266,0.087036133,-0.086029053,0.021738696,0.000472571
1,2.57E-05,0.001898232,0.016174316,-0.012054443,0.001898095,3.60E-06
5,1.87E-05,0.021001675,0.072235107,-0.080841064,0.021002087,0.000441088
1,2.51E-05,0.001884812,0.012084961,-0.011657715,0.001884682,3.55E-06
5,2.78E-05,0.022045369,0.073425293,-0.078796387,0.022045792,0.000486017
1,2.52E-05,0.001824096,0.012481689,-0.011901855,0.001823958,3.33E-06
5,2.45E-05,0.020982017,0.069152832,-0.083740234,0.020982423,0.000440262
1,2.55E-05,0.00181922,0.01272583,-0.010314941,0.001819078,3.31E-06
5,3.28E-05,0.02103568,0.070922852,-0.074188232,0.021036075,0.000442516
1,2.60E-05,0.001811784,0.013366699,-0.012329102,0.001811634,3.28E-06
5,5.13E-06,0.019697694,0.068084717,-0.065460205,0.019698088,0.000388015
1,2.62E-05,0.001896879,0.013580322,-0.012023926,0.001896736,3.60E-06
5,3.91E-05,0.021197439,0.082885742,-0.065887451,0.021197827,0.000449348
1,2.60E-05,0.001846714,0.014892578,-0.011810303,0.001846569,3.41E-06
5,7.65E-06,0.017443257,0.079376221,-0.07901001,0.017443604,0.000304279
1,2.51E-05,0.00187854,0.013061523,-0.009735107,0.00187841,3.53E-06
5,2.94E-05,0.018168101,0.068695068,-0.074554443,0.018168441,0.000330092
1,2.51E-05,0.001838107,0.012298584,-0.009552002,0.001837973,3.38E-06
5,2.08E-05,0.018979122,0.058959961,-0.064819336,0.01897949,0.000360221
1,2.62E-05,0.001787933,0.011749268,-0.0105896,0.001787777,3.20E-06
5,2.11E-05,0.018852035,0.072662354,-0.063476563,0.018852401,0.000355413
1,2.65E-05,0.001788527,0.013641357,-0.011352539,0.001788367,3.20E-06
5,3.67E-05,0.017432607,0.056060791,-0.058044434,0.017432917,0.000303907
1,2.58E-05,0.00180398,0.011383057,-0.009735107,0.001803833,3.25E-06
5,2.25E-05,0.016475255,0.060577393,-0.063446045,0.01647557,0.000271444
1,2.58E-05,0.00183585,0.013549805,-0.00970459,0.001835706,3.37E-06
5,3.18E-05,0.018358806,0.062103271,-0.060699463,0.018359145,0.000337058
1,2.48E-05,0.001830298,0.012115479,-0.009185791,0.001830166,3.35E-06
5,1.72E-05,0.018024621,0.066650391,-0.067779541,0.018024974,0.0003249
1,2.58E-05,0.001784858,0.014526367,-0.010040283,0.001784707,3.19E-06
5,3.35E-05,0.017854322,0.058929443,-0.062408447,0.017854648,0.000318788
1,2.69E-05,0.001793335,0.013366699,-0.009643555,0.001793169,3.22E-06
5,1.61E-05,0.017298532,0.060119629,-0.061920166,0.017298871,0.000299251
1,2.51E-05,0.001855754,0.012756348,-0.009643555,0.001855622,3.44E-06
5,2.57E-05,0.016830309,0.059143066,-0.058654785,0.016830626,0.00028327
1,2.52E-05,0.001793461,0.013916016,-0.010375977,0.00179332,3.22E-06
