 Item ; Média ; RMS ; Maximo ; Mínimo ; Desvio Padrão ; Variância ;;;;;;;;
 Isolador Bom ; 0,0000256555 ; 0,0017929611 ; 0,0113830570 ;-0,0112915040 ; 0,0017928134 ; 0,0000032142 ;;;;;;;;
 Isolador Bom ; 0,0000252271 ; 0,0018478408 ; 0,0142822270 ;-0,0111389160 ; 0,0018477056 ; 0,0000034140 ;;;;;;;;
 Isolador Bom ; 0,0000260864 ; 0,0018715635 ; 0,0137939450 ;-0,0097961426 ; 0,0018714192 ; 0,0000035022 ;;;;;;;;
 Isolador Bom ; 0,0000259839 ; 0,0017954425 ; 0,0118103030 ;-0,0095214844 ; 0,0017952904 ; 0,0000032231 ;;;;;;;;
 Isolador Bom ; 0,0000256726 ; 0,0018599374 ; 0,0121154790 ;-0,0114746090 ; 0,0018597974 ; 0,0000034588 ;;;;;;;;
 Isolador Bom ; 0,0000265479 ; 0,0018274026 ; 0,0126342770 ;-0,0097961426 ; 0,0018272463 ; 0,0000033388 ;;;;;;;;
 Isolador Bom ; 0,0000265466 ; 0,0017965801 ; 0,0144348140 ;-0,0104370120 ; 0,0017964199 ; 0,0000032271 ;;;;;;;;
 Isolador Bom ; 0,0000254675 ; 0,0018067252 ; 0,0123291020 ;-0,0088500977 ; 0,0018065818 ; 0,0000032637 ;;;;;;;;
 Isolador Bom ; 0,0000264160 ; 0,0018304023 ; 0,0138854980 ;-0,0110473630 ; 0,0018302482 ; 0,0000033498 ;;;;;;;;
 Isolador Bom ; 0,0000254065 ; 0,0018308412 ; 0,0144042970 ;-0,0114746090 ; 0,0018307015 ; 0,0000033515 ;;;;;;;;
 Isolador Bom ; 0,0000267175 ; 0,0018176308 ; 0,0136108400 ;-0,0129394530 ; 0,0018174707 ; 0,0000033032 ;;;;;;;;
 Isolador Bom ; 0,0000251685 ; 0,0018353180 ; 0,0126953130 ;-0,0101623540 ; 0,0018351821 ; 0,0000033679 ;;;;;;;;
 Isolador Bom ; 0,0000264978 ; 0,0018873617 ; 0,0147094730 ;-0,0102233890 ; 0,0018872134 ; 0,0000035616 ;;;;;;;;
 Isolador Bom ; 0,0000257300 ; 0,0018837522 ; 0,0145568850 ;-0,0113220210 ; 0,0018836141 ; 0,0000035480 ;;;;;;;;
 Isolador Bom ; 0,0000256653 ; 0,0018552922 ; 0,0145874020 ;-0,0103149410 ; 0,0018551517 ; 0,0000034416 ;;;;;;;;
 Isolador Bom ; 0,0000261719 ; 0,0018246711 ; 0,0143432620 ;-0,0096435547 ; 0,0018245198 ; 0,0000033289 ;;;;;;;;
 Isolador Bom ; 0,0000256348 ; 0,0018421914 ; 0,0111083980 ;-0,0097351074 ; 0,0018420499 ; 0,0000033931 ;;;;;;;;
 Isolador Bom ; 0,0000254334 ; 0,0018125635 ; 0,0141296390 ;-0,0104370120 ; 0,0018124213 ; 0,0000032849 ;;;;;;;;
 Isolador Bom ; 0,0000260876 ; 0,0018169247 ; 0,0123291020 ;-0,0108337400 ; 0,0018167737 ; 0,0000033007 ;;;;;;;;
 Isolador Bom ; 0,0000258997 ; 0,0018434764 ; 0,0137634280 ;-0,0105896000 ; 0,0018433314 ; 0,0000033979 ;;;;;;;;
 Isolador Bom ; 0,0000263647 ; 0,0017854056 ; 0,0136413570 ;-0,0123901370 ; 0,0017852466 ; 0,0000031871 ;;;;;;;;
 Isolador Bom ; 0,0000258252 ; 0,0018233217 ; 0,0141296390 ;-0,0096130371 ; 0,0018231753 ; 0,0000033240 ;;;;;;;;
 Isolador Bom ; 0,0000247705 ; 0,0018510316 ; 0,0125427250 ;-0,0103454590 ; 0,0018509028 ; 0,0000034258 ;;;;;;;;
 Isolador Bom ; 0,0000262915 ; 0,0017963009 ; 0,0122680660 ;-0,0132751460 ; 0,0017961444 ; 0,0000032261 ;;;;;;;;
 Isolador Bom ; 0,0000258167 ; 0,0018248352 ; 0,0141296390 ;-0,0100097660 ; 0,0018246891 ; 0,0000033295 ;;;;;;;;
 Isolador Bom ; 0,0000256763 ; 0,0018226914 ; 0,0131225590 ;-0,0109252930 ; 0,0018225470 ; 0,0000033217 ;;;;;;;;
 Isolador Bom ; 0,0000254016 ; 0,0018161504 ; 0,0122070310 ;-0,0106201170 ; 0,0018160091 ; 0,0000032979 ;;;;;;;;
 Isolador Bom ; 0,0000266675 ; 0,0018560304 ; 0,0119323730 ;-0,0095825195 ; 0,0018558759 ; 0,0000034443 ;;;;;;;;
 Isolador Bom ; 0,0000253430 ; 0,0018431194 ; 0,0115661620 ;-0,0095825195 ; 0,0018429820 ; 0,0000033966 ;;;;;;;;
 Isolador Bom ; 0,0000261438 ; 0,0017952590 ; 0,0124206540 ;-0,0104980470 ; 0,0017951046 ; 0,0000032224 ;;;;;;;;
 Isolador Bom ; 0,0000267480 ; 0,0018135810 ; 0,0149230960 ;-0,0116271970 ; 0,0018134200 ; 0,0000032885 ;;;;;;;;
 Isolador Bom ; 0,0000254370 ; 0,0018260310 ; 0,0125122070 ;-0,0108337400 ; 0,0018258903 ; 0,0000033339 ;;;;;;;;
 Isolador Bom ; 0,0000260486 ; 0,0017798811 ; 0,0107727050 ;-0,0113830570 ; 0,0017797261 ; 0,0000031674 ;;;;;;;;
 Isolador Bom ; 0,0000265222 ; 0,0018298658 ; 0,0141906740 ;-0,0107421880 ; 0,0018297102 ; 0,0000033478 ;;;;;;;;
 Isolador Bom ; 0,0000256934 ; 0,0018274744 ; 0,0138244630 ;-0,0118713380 ; 0,0018273303 ; 0,0000033391 ;;;;;;;;
 Isolador Bom ; 0,0000256287 ; 0,0018109416 ; 0,0137023930 ;-0,0086669922 ; 0,0018107964 ; 0,0000032790 ;;;;;;;;
 Isolador Bom ; 0,0000266650 ; 0,0018389407 ; 0,0133972170 ;-0,0112304690 ; 0,0018387842 ; 0,0000033811 ;;;;;;;;
 Isolador Bom ; 0,0000256152 ; 0,0018138118 ; 0,0127563480 ;-0,0128173830 ; 0,0018136672 ; 0,0000032894 ;;;;;;;;
 Isolador Bom ; 0,0000267859 ; 0,0018373321 ; 0,0138244630 ;-0,0104980470 ; 0,0018371736 ; 0,0000033752 ;;;;;;;;
 Isolador Bom ; 0,0000259387 ; 0,0017570411 ; 0,0139160160 ;-0,0095214844 ; 0,0017568848 ; 0,0000030866 ;;;;;;;;
 Isolador Bom ; 0,0000265784 ; 0,0018260614 ; 0,0120239260 ;-0,0106201170 ; 0,0018259045 ; 0,0000033339 ;;;;;;;;
 Isolador Bom ; 0,0000258215 ; 0,0017811741 ; 0,0136413570 ;-0,0110168460 ; 0,0017810225 ; 0,0000031720 ;;;;;;;;
 Isolador Bom ; 0,0000254456 ; 0,0017925629 ; 0,0123291020 ;-0,0111083980 ; 0,0017924181 ; 0,0000032128 ;;;;;;;;
 Isolador Bom ; 0,0000259595 ; 0,0018355915 ; 0,0122070310 ;-0,0101623540 ; 0,0018354446 ; 0,0000033689 ;;;;;;;;
 Isolador Bom ; 0,0000252612 ; 0,0018003086 ; 0,0122680660 ;-0,0109252930 ; 0,0018001674 ; 0,0000032406 ;;;;;;;;
 Isolador Bom ; 0,0000255945 ; 0,0017944950 ; 0,0116271970 ;-0,0120239260 ; 0,0017943484 ; 0,0000032197 ;;;;;;;;
 Isolador Bom ; 0,0000258728 ; 0,0018689214 ; 0,0135498050 ;-0,0101318360 ; 0,0018687797 ; 0,0000034923 ;;;;;;;;
 Isolador Bom ; 0,0000257507 ; 0,0018182049 ; 0,0123901370 ;-0,0110168460 ; 0,0018180589 ; 0,0000033053 ;;;;;;;;
 Isolador Bom ; 0,0000257849 ; 0,0018820618 ; 0,0140686040 ;-0,0101623540 ; 0,0018819228 ; 0,0000035416 ;;;;;;;;
 Isolador Bom ; 0,0000271362 ; 0,0018471060 ; 0,0132141110 ;-0,0109558110 ; 0,0018469436 ; 0,0000034112 ;;;;;;;;
 Isolador Bom ; 0,0000247949 ; 0,0018837143 ; 0,0137634280 ;-0,0105896000 ; 0,0018835888 ; 0,0000035479 ;;;;;;;;
 Isolador Bom ; 0,0000260718 ; 0,0018164029 ; 0,0137023930 ;-0,0094299316 ; 0,0018162521 ; 0,0000032988 ;;;;;;;;
 Isolador Bom ; 0,0000257080 ; 0,0018603768 ; 0,0110473630 ;-0,0113525390 ; 0,0018602363 ; 0,0000034605 ;;;;;;;;
 Isolador Bom ; 0,0000267285 ; 0,0017871130 ; 0,0124816890 ;-0,0095520020 ; 0,0017869489 ; 0,0000031932 ;;;;;;;;
 Isolador Bom ; 0,0000257129 ; 0,0018171325 ; 0,0131225590 ;-0,0116271970 ; 0,0018169869 ; 0,0000033014 ;;;;;;;;
 Isolador Bom ; 0,0000265796 ; 0,0018281011 ; 0,0150146480 ;-0,0099182129 ; 0,0018279444 ; 0,0000033414 ;;;;;;;;
 Isolador Bom ; 0,0000247778 ; 0,0018502246 ; 0,0129394530 ;-0,0141601560 ; 0,0018500957 ; 0,0000034229 ;;;;;;;;
 Isolador Bom ; 0,0000266321 ; 0,0019144467 ; 0,0120239260 ;-0,0106506350 ; 0,0019142997 ; 0,0000036645 ;;;;;;;;
 Isolador Bom ; 0,0000252332 ; 0,0019410107 ; 0,0140991210 ;-0,0108642580 ; 0,0019408855 ; 0,0000037670 ;;;;;;;;
 Isolador Bom ; 0,0000259058 ; 0,0018765183 ; 0,0133666990 ;-0,0145874020 ; 0,0018763770 ; 0,0000035208 ;;;;;;;;
 Isolador Bom ; 0,0000251575 ; 0,0019004735 ; 0,0120239260 ;-0,0114440920 ; 0,0019003450 ; 0,0000036113 ;;;;;;;;
 Isolador Bom ; 0,0000265784 ; 0,0018295504 ; 0,0141601560 ;-0,0093688965 ; 0,0018293939 ; 0,0000033467 ;;;;;;;;
 Isolador Bom ; 0,0000251379 ; 0,0018598091 ; 0,0141601560 ;-0,0109252930 ; 0,0018596764 ; 0,0000034584 ;;;;;;;;
 Isolador Bom ; 0,0000257581 ; 0,0018695943 ; 0,0139465330 ;-0,0107727050 ; 0,0018694542 ; 0,0000034949 ;;;;;;;;
 Isolador Bom ; 0,0000261975 ; 0,0018895951 ; 0,0164794920 ;-0,0121154790 ; 0,0018894513 ; 0,0000035700 ;;;;;;;;
 Isolador Bom ; 0,0000263867 ; 0,0018571695 ; 0,0137634280 ;-0,0104370120 ; 0,0018570191 ; 0,0000034485 ;;;;;;;;
 Isolador Bom ; 0,0000265320 ; 0,0018324853 ; 0,0124206540 ;-0,0104675290 ; 0,0018323299 ; 0,0000033574 ;;;;;;;;
 Isolador Bom ; 0,0000244556 ; 0,0017937479 ; 0,0127868650 ;-0,0100402830 ; 0,0017936170 ; 0,0000032171 ;;;;;;;;
 Isolador Bom ; 0,0000259302 ; 0,0018575966 ; 0,0131530760 ;-0,0104370120 ; 0,0018574527 ; 0,0000034501 ;;;;;;;;
 Isolador Bom ; 0,0000259326 ; 0,0018583152 ; 0,0126953130 ;-0,0103454590 ; 0,0018581714 ; 0,0000034528 ;;;;;;;;
 Isolador Bom ; 0,0000259741 ; 0,0018837296 ; 0,0120239260 ;-0,0108642580 ; 0,0018835882 ; 0,0000035479 ;;;;;;;;
 Isolador Bom ; 0,0000254309 ; 0,0019201205 ; 0,0157165530 ;-0,0098571777 ; 0,0019199905 ; 0,0000036864 ;;;;;;;;
 Isolador Bom ; 0,0000255225 ; 0,0018563846 ; 0,0139770510 ;-0,0092773438 ; 0,0018562462 ; 0,0000034457 ;;;;;;;;
 Isolador Bom ; 0,0000258472 ; 0,0019255047 ; 0,0119018550 ;-0,0093994141 ; 0,0019253697 ; 0,0000037070 ;;;;;;;;
 Isolador Bom ; 0,0000182764 ; 0,0015260304 ; 0,0120544430 ;-0,0101623540 ; 0,0015259514 ; 0,0000023285 ;;;;;;;;
 Isolador Bom ; 0,0000257605 ; 0,0018369294 ; 0,0141601560 ;-0,0122985840 ; 0,0018367855 ; 0,0000033738 ;;;;;;;;
 Isolador Bom ; 0,0000242249 ; 0,0018439291 ; 0,0108032230 ;-0,0109558110 ; 0,0018438069 ; 0,0000033996 ;;;;;;;;
 Isolador Bom ; 0,0000253821 ; 0,0018943023 ; 0,0132751460 ;-0,0106811520 ; 0,0018941701 ; 0,0000035879 ;;;;;;;;
 Isolador Bom ; 0,0000267993 ; 0,0018404268 ; 0,0129089360 ;-0,0101013180 ; 0,0018402684 ; 0,0000033866 ;;;;;;;;
 Isolador Bom ; 0,0000257629 ; 0,0018058165 ; 0,0121459960 ;-0,0110168460 ; 0,0018056688 ; 0,0000032604 ;;;;;;;;
 Isolador Bom ; 0,0000260071 ; 0,0018643188 ; 0,0144042970 ;-0,0104980470 ; 0,0018641747 ; 0,0000034751 ;;;;;;;;
 Isolador Bom ; 0,0000259680 ; 0,0018390987 ; 0,0132141110 ;-0,0093383789 ; 0,0018389521 ; 0,0000033817 ;;;;;;;;
 Isolador Bom ; 0,0000260706 ; 0,0018015177 ; 0,0104675290 ;-0,0113220210 ; 0,0018013651 ; 0,0000032449 ;;;;;;;;
 Isolador Bom ; 0,0000255066 ; 0,0017884342 ; 0,0129394530 ;-0,0093688965 ; 0,0017882881 ; 0,0000031980 ;;;;;;;;
 Isolador Bom ; 0,0000264294 ; 0,0018693219 ; 0,0139770510 ;-0,0132141110 ; 0,0018691725 ; 0,0000034938 ;;;;;;;;
 Isolador Bom ; 0,0000262866 ; 0,0018627602 ; 0,0115966800 ;-0,0124511720 ; 0,0018626120 ; 0,0000034693 ;;;;;;;;
 Isolador Bom ; 0,0000251416 ; 0,0017679418 ; 0,0131225590 ;-0,0089416504 ; 0,0017677984 ; 0,0000031251 ;;;;;;;;
 Isolador Bom ; 0,0000264014 ; 0,0017953929 ; 0,0120849610 ;-0,0099792480 ; 0,0017952347 ; 0,0000032229 ;;;;;;;;
 Isolador Bom ; 0,0000256482 ; 0,0018450714 ; 0,0138854980 ;-0,0107421880 ; 0,0018449300 ; 0,0000034038 ;;;;;;;;
 Isolador Bom ; 0,0000258667 ; 0,0018272370 ; 0,0154724120 ;-0,0107727050 ; 0,0018270905 ; 0,0000033383 ;;;;;;;;
 Isolador Bom ; 0,0000258545 ; 0,0018663690 ; 0,0131835940 ;-0,0104675290 ; 0,0018662272 ; 0,0000034828 ;;;;;;;;
 Isolador Bom ; 0,0000255786 ; 0,0018303178 ; 0,0170288090 ;-0,0094909668 ; 0,0018301756 ; 0,0000033495 ;;;;;;;;
 Isolador Bom ; 0,0000251416 ; 0,0018185690 ; 0,0129089360 ;-0,0094604492 ; 0,0018184316 ; 0,0000033067 ;;;;;;;;
 Isolador Bom ; 0,0000251807 ; 0,0018263177 ; 0,0134277340 ;-0,0111694340 ; 0,0018261806 ; 0,0000033349 ;;;;;;;;
 Isolador Bom ; 0,0000260547 ; 0,0018578896 ; 0,0140991210 ;-0,0100097660 ; 0,0018577440 ; 0,0000034512 ;;;;;;;;
 Isolador Bom ; 0,0000247754 ; 0,0019036464 ; 0,0133056640 ;-0,0105590820 ; 0,0019035232 ; 0,0000036234 ;;;;;;;;
 Isolador Bom ; 0,0000266785 ; 0,0018472808 ; 0,0129089360 ;-0,0094299316 ; 0,0018471251 ; 0,0000034119 ;;;;;;;;
 Isolador Bom ; 0,0000259998 ; 0,0018129132 ; 0,0139770510 ;-0,0101928710 ; 0,0018127630 ; 0,0000032861 ;;;;;;;;
 Isolador Bom ; 0,0000265283 ; 0,0019140219 ; 0,0129394530 ;-0,0122070310 ; 0,0019138763 ; 0,0000036629 ;;;;;;;;
 Isolador Bom ; 0,0000252344 ; 0,0019159853 ; 0,0137023930 ;-0,0117797850 ; 0,0019158574 ; 0,0000036705 ;;;;;;;;
 Isolador Bom ; 0,0000261755 ; 0,0018497506 ; 0,0116577150 ;-0,0112609860 ; 0,0018496024 ; 0,0000034210 ;;;;;;;;
 Isolador Bom ; 0,0000258887 ; 0,0018579141 ; 0,0123291020 ;-0,0104064940 ; 0,0018577709 ; 0,0000034513 ;;;;;;;;
 Isolador Bom ; 0,0000255774 ; 0,0018430005 ; 0,0157470700 ;-0,0110778810 ; 0,0018428599 ; 0,0000033961 ;;;;;;;;
 Isolador Bom ; 0,0000263464 ; 0,0018474635 ; 0,0146484380 ;-0,0098266602 ; 0,0018473126 ; 0,0000034126 ;;;;;;;;
 Isolador Bom ; 0,0000254932 ; 0,0018473579 ; 0,0123901370 ;-0,0102844240 ; 0,0018472189 ; 0,0000034122 ;;;;;;;;
 Isolador Bom ; 0,0000262073 ; 0,0018901453 ; 0,0166015630 ;-0,0087890625 ; 0,0018900014 ; 0,0000035721 ;;;;;;;;
 Isolador Bom ; 0,0000261304 ; 0,0018399755 ; 0,0149230960 ;-0,0125122070 ; 0,0018398268 ; 0,0000033850 ;;;;;;;;
 Isolador Bom ; 0,0000254541 ; 0,0018707139 ; 0,0145874020 ;-0,0118713380 ; 0,0018705781 ; 0,0000034991 ;;;;;;;;
 Isolador Bom ; 0,0000260767 ; 0,0018671146 ; 0,0140686040 ;-0,0101623540 ; 0,0018669698 ; 0,0000034856 ;;;;;;;;
 Isolador Bom ; 0,0000260107 ; 0,0018623898 ; 0,0122680660 ;-0,0099182129 ; 0,0018622454 ; 0,0000034680 ;;;;;;;;
 Isolador Bom ; 0,0000253333 ; 0,0018651346 ; 0,0144958500 ;-0,0113220210 ; 0,0018649998 ; 0,0000034782 ;;;;;;;;
 Isolador Bom ; 0,0000260791 ; 0,0018606936 ; 0,0130004880 ;-0,0113220210 ; 0,0018605480 ; 0,0000034616 ;;;;;;;;
 Isolador Bom ; 0,0000257153 ; 0,0018078336 ; 0,0155944820 ;-0,0122985840 ; 0,0018076869 ; 0,0000032677 ;;;;;;;;
 Isolador Bom ; 0,0000257629 ; 0,0018495911 ; 0,0144958500 ;-0,0101318360 ; 0,0018494487 ; 0,0000034205 ;;;;;;;;
 Isolador Bom ; 0,0000267786 ; 0,0018652775 ; 0,0150756840 ;-0,0094604492 ; 0,0018651226 ; 0,0000034787 ;;;;;;;;
 Isolador Bom ; 0,0000252063 ; 0,0018313468 ; 0,0139160160 ;-0,0109558110 ; 0,0018312100 ; 0,0000033533 ;;;;;;;;
 Isolador Bom ; 0,0000260681 ; 0,0018137936 ; 0,0147094730 ;-0,0101318360 ; 0,0018136425 ; 0,0000032893 ;;;;;;;;
 Isolador Bom ; 0,0000256897 ; 0,0018451540 ; 0,0160217290 ;-0,0114746090 ; 0,0018450121 ; 0,0000034041 ;;;;;;;;
 Isolador Bom ; 0,0000263782 ; 0,0018661257 ; 0,0152282710 ;-0,0104370120 ; 0,0018659765 ; 0,0000034819 ;;;;;;;;
 Isolador Bom ; 0,0000260864 ; 0,0018295787 ; 0,0142822270 ;-0,0101013180 ; 0,0018294293 ; 0,0000033468 ;;;;;;;;
 Isolador Bom ; 0,0000256372 ; 0,0017920018 ; 0,0134277340 ;-0,0102539060 ; 0,0017918542 ; 0,0000032107 ;;;;;;;;
 Isolador Bom ; 0,0000270947 ; 0,0018207501 ; 0,0154418950 ;-0,0099792480 ; 0,0018205849 ; 0,0000033145 ;;;;;;;;
 Isolador Bom ; 0,0000256445 ; 0,0018278188 ; 0,0167236330 ;-0,0093994141 ; 0,0018276754 ; 0,0000033404 ;;;;;;;;
 Isolador Bom ; 0,0000263049 ; 0,0017929334 ; 0,0144348140 ;-0,0113830570 ; 0,0017927762 ; 0,0000032140 ;;;;;;;;
 Isolador Bom ; 0,0000258643 ; 0,0017660112 ; 0,0147399900 ;-0,0103759770 ; 0,0017658571 ; 0,0000031183 ;;;;;;;;
 Isolador Bom ; 0,0000262866 ; 0,0018046920 ; 0,0156250000 ;-0,0104064940 ; 0,0018045366 ; 0,0000032564 ;;;;;;;;
 Isolador Bom ; 0,0000268677 ; 0,0018621808 ; 0,0134582520 ;-0,0103149410 ; 0,0018620242 ; 0,0000034671 ;;;;;;;;
 Isolador Bom ; 0,0000252039 ; 0,0018469736 ; 0,0135498050 ;-0,0127563480 ; 0,0018468386 ; 0,0000034108 ;;;;;;;;
 Isolador Bom ; 0,0000265930 ; 0,0018170618 ; 0,0136718750 ;-0,0101013180 ; 0,0018169035 ; 0,0000033011 ;;;;;;;;
 Isolador Bom ; 0,0000249670 ; 0,0018118836 ; 0,0134582520 ;-0,0102539060 ; 0,0018117478 ; 0,0000032824 ;;;;;;;;
 Isolador Bom ; 0,0000256213 ; 0,0018187435 ; 0,0153808590 ;-0,0106506350 ; 0,0018185994 ; 0,0000033073 ;;;;;;;;
 Isolador Bom ; 0,0000266040 ; 0,0018036640 ; 0,0140380860 ;-0,0106811520 ; 0,0018035039 ; 0,0000032526 ;;;;;;;;
 Isolador Bom ; 0,0000257288 ; 0,0018669599 ; 0,0137634280 ;-0,0107421880 ; 0,0018668200 ; 0,0000034850 ;;;;;;;;
 Isolador Bom ; 0,0000257788 ; 0,0018212972 ; 0,0144348140 ;-0,0111389160 ; 0,0018211512 ; 0,0000033166 ;;;;;;;;
 Isolador Bom ; 0,0000261414 ; 0,0018298998 ; 0,0162353520 ;-0,0108642580 ; 0,0018297496 ; 0,0000033480 ;;;;;;;;
 Isolador Bom ; 0,0000254993 ; 0,0018196320 ; 0,0141906740 ;-0,0104370120 ; 0,0018194897 ; 0,0000033105 ;;;;;;;;
 Isolador Bom ; 0,0000256738 ; 0,0018333379 ; 0,0149230960 ;-0,0131530760 ; 0,0018331947 ; 0,0000033606 ;;;;;;;;
 Isolador Bom ; 0,0000261865 ; 0,0017989156 ; 0,0151672360 ;-0,0113830570 ; 0,0017987610 ; 0,0000032355 ;;;;;;;;
 Isolador Bom ; 0,0000255579 ; 0,0018316882 ; 0,0173950200 ;-0,0098876953 ; 0,0018315465 ; 0,0000033546 ;;;;;;;;
 Isolador Bom ; 0,0000254517 ; 0,0018504726 ; 0,0123596190 ;-0,0101318360 ; 0,0018503346 ; 0,0000034237 ;;;;;;;;
 Isolador Bom ; 0,0000265930 ; 0,0018357707 ; 0,0163574220 ;-0,0099792480 ; 0,0018356148 ; 0,0000033695 ;;;;;;;;
 Isolador Bom ; 0,0000254724 ; 0,0018256453 ; 0,0155639650 ;-0,0116271970 ; 0,0018255041 ; 0,0000033325 ;;;;;;;;
 Isolador Bom ; 0,0000258484 ; 0,0018445280 ; 0,0137329100 ;-0,0104675290 ; 0,0018443837 ; 0,0000034018 ;;;;;;;;
 Isolador Bom ; 0,0000260254 ; 0,0018609201 ; 0,0148315430 ;-0,0104980470 ; 0,0018607753 ; 0,0000034625 ;;;;;;;;
 Isolador Bom ; 0,0000259155 ; 0,0018516043 ; 0,0155639650 ;-0,0135803220 ; 0,0018514600 ; 0,0000034279 ;;;;;;;;
 Isolador Bom ; 0,0000269836 ; 0,0018027695 ; 0,0139770510 ;-0,0104064940 ; 0,0018026036 ; 0,0000032494 ;;;;;;;;
 Isolador Bom ; 0,0000260571 ; 0,0018015223 ; 0,0136718750 ;-0,0104980470 ; 0,0018013699 ; 0,0000032449 ;;;;;;;;
 Isolador Bom ; 0,0000256396 ; 0,0018712674 ; 0,0141601560 ;-0,0115356450 ; 0,0018711292 ; 0,0000035011 ;;;;;;;;
 Isolador Bom ; 0,0000257043 ; 0,0018673484 ; 0,0162048340 ;-0,0129089360 ; 0,0018672089 ; 0,0000034865 ;;;;;;;;
 Isolador Bom ; 0,0000263354 ; 0,0018466879 ; 0,0154113770 ;-0,0105896000 ; 0,0018465371 ; 0,0000034097 ;;;;;;;;
 Isolador Bom ; 0,0000254517 ; 0,0017977439 ; 0,0140380860 ;-0,0113220210 ; 0,0017975997 ; 0,0000032314 ;;;;;;;;
 Isolador Bom ; 0,0000265808 ; 0,0017835261 ; 0,0139770510 ;-0,0104064940 ; 0,0017833637 ; 0,0000031804 ;;;;;;;;
 Isolador Bom ; 0,0000262476 ; 0,0018083287 ; 0,0130004880 ;-0,0106506350 ; 0,0018081744 ; 0,0000032695 ;;;;;;;;
 Isolador Bom ; 0,0000258850 ; 0,0018573092 ; 0,0140686040 ;-0,0110778810 ; 0,0018571660 ; 0,0000034491 ;;;;;;;;
 Isolador Bom ; 0,0000260376 ; 0,0018339606 ; 0,0130615230 ;-0,0114746090 ; 0,0018338124 ; 0,0000033629 ;;;;;;;;
 Isolador Bom ; 0,0000258728 ; 0,0017971359 ; 0,0135498050 ;-0,0094909668 ; 0,0017969856 ; 0,0000032292 ;;;;;;;;
 Isolador Bom ; 0,0000260986 ; 0,0018346254 ; 0,0143737790 ;-0,0110778810 ; 0,0018344764 ; 0,0000033653 ;;;;;;;;
 Isolador Bom ; 0,0000254907 ; 0,0018065807 ; 0,0158081050 ;-0,0108947750 ; 0,0018064370 ; 0,0000032632 ;;;;;;;;
 Isolador Bom ; 0,0000265955 ; 0,0018119608 ; 0,0172119140 ;-0,0098266602 ; 0,0018118018 ; 0,0000032826 ;;;;;;;;
 Isolador Bom ; 0,0000260767 ; 0,0018426783 ; 0,0138244630 ;-0,0111083980 ; 0,0018425307 ; 0,0000033949 ;;;;;;;;
 Isolador Bom ; 0,0000249390 ; 0,0017669991 ; 0,0160827640 ;-0,0108337400 ; 0,0017668585 ; 0,0000031218 ;;;;;;;;
 Isolador Bom ; 0,0000257483 ; 0,0017585423 ; 0,0135803220 ;-0,0090332031 ; 0,0017583890 ; 0,0000030919 ;;;;;;;;
 Isolador Bom ; 0,0000258289 ; 0,0018602264 ; 0,0148925780 ;-0,0103759770 ; 0,0018600843 ; 0,0000034599 ;;;;;;;;
 Isolador Bom ; 0,0000263745 ; 0,0018150674 ; 0,0138244630 ;-0,0119934080 ; 0,0018149120 ; 0,0000032939 ;;;;;;;;
 Isolador Bom ; 0,0000261536 ; 0,0017962708 ; 0,0128479000 ;-0,0111083980 ; 0,0017961163 ; 0,0000032260 ;;;;;;;;
 Isolador Bom ; 0,0000259607 ; 0,0018117927 ; 0,0141296390 ;-0,0097656250 ; 0,0018116430 ; 0,0000032821 ;;;;;;;;
 Isolador Bom ; 0,0000257336 ; 0,0017943545 ; 0,0131530760 ;-0,0114440920 ; 0,0017942058 ; 0,0000032192 ;;;;;;;;
 Isolador Bom ; 0,0000261084 ; 0,0018077555 ; 0,0144958500 ;-0,0098266602 ; 0,0018076031 ; 0,0000032674 ;;;;;;;;
 Isolador Bom ; 0,0000267163 ; 0,0017853430 ; 0,0123596190 ;-0,0125427250 ; 0,0017851788 ; 0,0000031869 ;;;;;;;;
 Isolador Bom ; 0,0000254602 ; 0,0018239385 ; 0,0122070310 ;-0,0121459960 ; 0,0018237973 ; 0,0000033262 ;;;;;;;;
 Isolador Bom ; 0,0000259875 ; 0,0018971286 ; 0,0123901370 ;-0,0131225590 ; 0,0018969885 ; 0,0000035986 ;;;;;;;;
 Isolador Bom ; 0,0000264990 ; 0,0018603291 ; 0,0162963870 ;-0,0107116700 ; 0,0018601776 ; 0,0000034603 ;;;;;;;;
 Isolador Bom ; 0,0000255872 ; 0,0018169547 ; 0,0147399900 ;-0,0104370120 ; 0,0018168109 ; 0,0000033008 ;;;;;;;;
 Isolador Bom ; 0,0000261975 ; 0,0018388428 ; 0,0127258300 ;-0,0104675290 ; 0,0018386930 ; 0,0000033808 ;;;;;;;;
 Isolador Bom ; 0,0000261621 ; 0,0018380346 ; 0,0145874020 ;-0,0122985840 ; 0,0018378852 ; 0,0000033778 ;;;;;;;;
 Isolador Bom ; 0,0000264771 ; 0,0018671752 ; 0,0165100100 ;-0,0126037600 ; 0,0018670249 ; 0,0000034858 ;;;;;;;;
 Isolador Bom ; 0,0000245642 ; 0,0018027785 ; 0,0127258300 ;-0,0111999510 ; 0,0018026472 ; 0,0000032495 ;;;;;;;;
 Isolador Bom ; 0,0000258142 ; 0,0018437067 ; 0,0161743160 ;-0,0128784180 ; 0,0018435628 ; 0,0000033987 ;;;;;;;;
