 Item ; Média ; RMS ; Maximo ; Mínimo ; Desvio Padrão ; Variância ;;;;;;;;
 Isolador Pergurado ; 0,0000232434 ; 0,0026293196 ; 0,0138244630 ;-0,0108337400 ; 0,0026292694 ; 0,0000069131 ;;;;;;;;
 Isolador Pergurado ; 0,0000244751 ; 0,0029696696 ; 0,0151977540 ;-0,0139770510 ; 0,0029696281 ; 0,0000088187 ;;;;;;;;
 Isolador Pergurado ; 0,0000240942 ; 0,0023386450 ; 0,0135192870 ;-0,0111999510 ; 0,0023385676 ; 0,0000054689 ;;;;;;;;
 Isolador Pergurado ; 0,0000255481 ; 0,0025710940 ; 0,0127563480 ;-0,0151977540 ; 0,0025710185 ; 0,0000066101 ;;;;;;;;
 Isolador Pergurado ; 0,0000246423 ; 0,0026377643 ; 0,0157775880 ;-0,0119018550 ; 0,0026377019 ; 0,0000069575 ;;;;;;;;
 Isolador Pergurado ; 0,0000235632 ; 0,0020321497 ; 0,0124206540 ;-0,0096740723 ; 0,0020320537 ; 0,0000041292 ;;;;;;;;
 Isolador Pergurado ; 0,0000258496 ; 0,0017779569 ; 0,0132141110 ;-0,0096740723 ; 0,0017778045 ; 0,0000031606 ;;;;;;;;
 Isolador Pergurado ; 0,0000260669 ; 0,0015420583 ; 0,0117797850 ;-0,0091857910 ; 0,0015418688 ; 0,0000023774 ;;;;;;;;
 Isolador Pergurado ; 0,0000261133 ; 0,0014711106 ; 0,0117797850 ;-0,0099792480 ; 0,0014709082 ; 0,0000021636 ;;;;;;;;
 Isolador Pergurado ; 0,0000278235 ; 0,0013988666 ; 0,0125427250 ;-0,0095214844 ; 0,0013986178 ; 0,0000019561 ;;;;;;;;
 Isolador Pergurado ; 0,0000261047 ; 0,0013618235 ; 0,0116882320 ;-0,0086059570 ; 0,0013616005 ; 0,0000018540 ;;;;;;;;
 Isolador Pergurado ; 0,0000267969 ; 0,0013597305 ; 0,0122070310 ;-0,0086669922 ; 0,0013594936 ; 0,0000018482 ;;;;;;;;
 Isolador Pergurado ; 0,0000263037 ; 0,0013555630 ; 0,0128479000 ;-0,0102233890 ; 0,0013553349 ; 0,0000018369 ;;;;;;;;
 Isolador Pergurado ; 0,0000265894 ; 0,0013416038 ; 0,0103759770 ;-0,0100402830 ; 0,0013413671 ; 0,0000017993 ;;;;;;;;
 Isolador Pergurado ; 0,0000264429 ; 0,0013415947 ; 0,0124206540 ;-0,0097656250 ; 0,0013413609 ; 0,0000017992 ;;;;;;;;
 Isolador Pergurado ; 0,0000266162 ; 0,0013379199 ; 0,0115661620 ;-0,0099182129 ; 0,0013376818 ; 0,0000017894 ;;;;;;;;
 Isolador Pergurado ; 0,0000232959 ; 0,0046122860 ; 0,0174255370 ;-0,0198669430 ; 0,0046123195 ; 0,0000212735 ;;;;;;;;
 Isolador Pergurado ; 0,0000284338 ; 0,0050263363 ; 0,0183105470 ;-0,0184021000 ; 0,0050263564 ; 0,0000252643 ;;;;;;;;
 Isolador Pergurado ; 0,0000231067 ; 0,0055068347 ; 0,0215148930 ;-0,0222778320 ; 0,0055068963 ; 0,0000303259 ;;;;;;;;
 Isolador Pergurado ; 0,0000232776 ; 0,0048935115 ; 0,0227050780 ;-0,0172424320 ; 0,0048935540 ; 0,0000239469 ;;;;;;;;
 Isolador Pergurado ; 0,0000242114 ; 0,0055666076 ; 0,0262756350 ;-0,0210571290 ; 0,0055666662 ; 0,0000309878 ;;;;;;;;
 Isolador Pergurado ; 0,0000258997 ; 0,0044211192 ; 0,0203247070 ;-0,0155334470 ; 0,0044211318 ; 0,0000195464 ;;;;;;;;
 Isolador Pergurado ; 0,0000262219 ; 0,0049834832 ; 0,0199584960 ;-0,0222473140 ; 0,0049835139 ; 0,0000248354 ;;;;;;;;
 Isolador Pergurado ; 0,0000205811 ; 0,0048120908 ; 0,0183715820 ;-0,0178527830 ; 0,0048121430 ; 0,0000231567 ;;;;;;;;
 Isolador Pergurado ; 0,0000222681 ; 0,0044494352 ; 0,0196228030 ;-0,0179443360 ; 0,0044494685 ; 0,0000197978 ;;;;;;;;
 Isolador Pergurado ; 0,0000280273 ; 0,0036111275 ; 0,0248107910 ;-0,0143737790 ; 0,0036110909 ; 0,0000130400 ;;;;;;;;
 Isolador Pergurado ; 0,0000251196 ; 0,0030953513 ; 0,0210571290 ;-0,0132446290 ; 0,0030953113 ; 0,0000095810 ;;;;;;;;
 Isolador Pergurado ; 0,0000239246 ; 0,0030601365 ; 0,0144042970 ;-0,0123901370 ; 0,0030601042 ; 0,0000093642 ;;;;;;;;
 Isolador Pergurado ; 0,0000246716 ; 0,0026817804 ; 0,0124206540 ;-0,0112304690 ; 0,0026817205 ; 0,0000071916 ;;;;;;;;
 Isolador Pergurado ; 0,0000266870 ; 0,0026723214 ; 0,0134277340 ;-0,0122680660 ; 0,0026722416 ; 0,0000071409 ;;;;;;;;
 Isolador Pergurado ; 0,0000250464 ; 0,0022910818 ; 0,0128173830 ;-0,0099487305 ; 0,0022909907 ; 0,0000052486 ;;;;;;;;
 Isolador Pergurado ; 0,0000261426 ; 0,0025811603 ; 0,0142211910 ;-0,0119018550 ; 0,0025810795 ; 0,0000066620 ;;;;;;;;
 Isolador Pergurado ; 0,0000231348 ; 0,0028162878 ; 0,0134277340 ;-0,0140686040 ; 0,0028162491 ; 0,0000079313 ;;;;;;;;
 Isolador Pergurado ; 0,0000254114 ; 0,0021539363 ; 0,0125732420 ;-0,0108337400 ; 0,0021538295 ; 0,0000046390 ;;;;;;;;
 Isolador Pergurado ; 0,0000272278 ; 0,0019579662 ; 0,0111389160 ;-0,0131530760 ; 0,0019578161 ; 0,0000038330 ;;;;;;;;
 Isolador Pergurado ; 0,0000266479 ; 0,0017469700 ; 0,0126647950 ;-0,0088195801 ; 0,0017468017 ; 0,0000030513 ;;;;;;;;
 Isolador Pergurado ; 0,0000246594 ; 0,0023882135 ; 0,0126953130 ;-0,0111389160 ; 0,0023881339 ; 0,0000057032 ;;;;;;;;
 Isolador Pergurado ; 0,0000261255 ; 0,0025330196 ; 0,0152282710 ;-0,0119323730 ; 0,0025329356 ; 0,0000064158 ;;;;;;;;
 Isolador Pergurado ; 0,0000267419 ; 0,0024824088 ; 0,0133056640 ;-0,0114746090 ; 0,0024823144 ; 0,0000061619 ;;;;;;;;
 Isolador Pergurado ; 0,0000233374 ; 0,0025591587 ; 0,0132751460 ;-0,0110168460 ; 0,0025591034 ; 0,0000065490 ;;;;;;;;
 Isolador Pergurado ; 0,0000258655 ; 0,0024517533 ; 0,0154418950 ;-0,0102539060 ; 0,0024516659 ; 0,0000060107 ;;;;;;;;
 Isolador Pergurado ; 0,0000255688 ; 0,0023843000 ; 0,0148315430 ;-0,0101013180 ; 0,0023842106 ; 0,0000056845 ;;;;;;;;
 Isolador Pergurado ; 0,0000241077 ; 0,0025492989 ; 0,0133361820 ;-0,0102233890 ; 0,0025492359 ; 0,0000064986 ;;;;;;;;
 Isolador Pergurado ; 0,0000243665 ; 0,0028514894 ; 0,0133056640 ;-0,0121459960 ; 0,0028514424 ; 0,0000081307 ;;;;;;;;
 Isolador Pergurado ; 0,0000249622 ; 0,0026633096 ; 0,0126037600 ;-0,0112609860 ; 0,0026632459 ; 0,0000070929 ;;;;;;;;
 Isolador Pergurado ; 0,0000246924 ; 0,0030176506 ; 0,0159606930 ;-0,0130004880 ; 0,0030176099 ; 0,0000091060 ;;;;;;;;
 Isolador Pergurado ; 0,0000248352 ; 0,0028148970 ; 0,0140075680 ;-0,0115966800 ; 0,0028148437 ; 0,0000079233 ;;;;;;;;
 Isolador Pergurado ; 0,0000253394 ; 0,0028506921 ; 0,0143432620 ;-0,0133361820 ; 0,0028506365 ; 0,0000081261 ;;;;;;;;
 Isolador Pergurado ; 0,0000247693 ; 0,0034453809 ; 0,0155639650 ;-0,0148925780 ; 0,0034453608 ; 0,0000118705 ;;;;;;;;
 Isolador Pergurado ; 0,0000250488 ; 0,0033938542 ; 0,0150756840 ;-0,0160827640 ; 0,0033938297 ; 0,0000115181 ;;;;;;;;
 Isolador Pergurado ; 0,0000254993 ; 0,0035206162 ; 0,0135498050 ;-0,0144042970 ; 0,0035205943 ; 0,0000123946 ;;;;;;;;
 Isolador Pergurado ; 0,0000238672 ; 0,0033782273 ; 0,0164794920 ;-0,0139770510 ; 0,0033782106 ; 0,0000114123 ;;;;;;;;
 Isolador Pergurado ; 0,0000246313 ; 0,0036900510 ; 0,0166625980 ;-0,0148315430 ; 0,0036900426 ; 0,0000136164 ;;;;;;;;
 Isolador Pergurado ; 0,0000209753 ; 0,0040191779 ; 0,0166015630 ;-0,0161437990 ; 0,0040192036 ; 0,0000161540 ;;;;;;;;
 Isolador Pergurado ; 0,0000293530 ; 0,0037816634 ; 0,0172729490 ;-0,0147399900 ; 0,0037816251 ; 0,0000143007 ;;;;;;;;
 Isolador Pergurado ; 0,0000217676 ; 0,0041824332 ; 0,0164489750 ;-0,0170593260 ; 0,0041824602 ; 0,0000174930 ;;;;;;;;
 Isolador Pergurado ; 0,0000239124 ; 0,0037038808 ; 0,0151672360 ;-0,0159912110 ; 0,0037038777 ; 0,0000137187 ;;;;;;;;
 Isolador Pergurado ; 0,0000236841 ; 0,0034092102 ; 0,0145874020 ;-0,0142822270 ; 0,0034091961 ; 0,0000116226 ;;;;;;;;
 Isolador Pergurado ; 0,0000243896 ; 0,0031687116 ; 0,0147094730 ;-0,0139160160 ; 0,0031686811 ; 0,0000100405 ;;;;;;;;
 Isolador Pergurado ; 0,0000263794 ; 0,0029853956 ; 0,0157470700 ;-0,0114135740 ; 0,0029853388 ; 0,0000089122 ;;;;;;;;
 Isolador Pergurado ; 0,0000255896 ; 0,0028833957 ; 0,0140075680 ;-0,0120849610 ; 0,0028833398 ; 0,0000083136 ;;;;;;;;
 Isolador Pergurado ; 0,0000231714 ; 0,0024089173 ; 0,0126953130 ;-0,0108642580 ; 0,0024088540 ; 0,0000058026 ;;;;;;;;
 Isolador Pergurado ; 0,0000248096 ; 0,0022905310 ; 0,0166931150 ;-0,0126953130 ; 0,0022904424 ; 0,0000052461 ;;;;;;;;
 Isolador Pergurado ; 0,0000253015 ; 0,0024060485 ; 0,0164794920 ;-0,0127563480 ; 0,0024059636 ; 0,0000057887 ;;;;;;;;
 Isolador Pergurado ; 0,0000249500 ; 0,0023769873 ; 0,0126953130 ;-0,0103454590 ; 0,0023769039 ; 0,0000056497 ;;;;;;;;
 Isolador Pergurado ; 0,0000269666 ; 0,0022959904 ; 0,0146484380 ;-0,0135498050 ; 0,0022958779 ; 0,0000052711 ;;;;;;;;
 Isolador Pergurado ; 0,0000260669 ; 0,0020320317 ; 0,0126342770 ;-0,0122070310 ; 0,0020319051 ; 0,0000041286 ;;;;;;;;
 Isolador Pergurado ; 0,0000235962 ; 0,0020560080 ; 0,0121459960 ;-0,0097961426 ; 0,0020559137 ; 0,0000042268 ;;;;;;;;
 Isolador Pergurado ; 0,0000260754 ; 0,0019352403 ; 0,0137329100 ;-0,0088500977 ; 0,0019351033 ; 0,0000037446 ;;;;;;;;
 Isolador Pergurado ; 0,0000254517 ; 0,0020716897 ; 0,0130615230 ;-0,0101928710 ; 0,0020715748 ; 0,0000042914 ;;;;;;;;
 Isolador Pergurado ; 0,0000257361 ; 0,0024229029 ; 0,0126342770 ;-0,0116271970 ; 0,0024228147 ; 0,0000058700 ;;;;;;;;
 Isolador Pergurado ; 0,0000256836 ; 0,0027012511 ; 0,0134582520 ;-0,0126647950 ; 0,0027011831 ; 0,0000072964 ;;;;;;;;
 Isolador Pergurado ; 0,0000220752 ; 0,0033597051 ; 0,0171813960 ;-0,0155029300 ; 0,0033596997 ; 0,0000112876 ;;;;;;;;
 Isolador Pergurado ; 0,0000277771 ; 0,0035154862 ; 0,0162658690 ;-0,0150756840 ; 0,0035154468 ; 0,0000123584 ;;;;;;;;
 Isolador Pergurado ; 0,0000210645 ; 0,0032514694 ; 0,0158081050 ;-0,0150756840 ; 0,0032514662 ; 0,0000105720 ;;;;;;;;
 Isolador Pergurado ; 0,0000270251 ; 0,0030717541 ; 0,0140380860 ;-0,0131530760 ; 0,0030716967 ; 0,0000094353 ;;;;;;;;
 Isolador Pergurado ; 0,0000187903 ; 0,0035720908 ; 0,0194091800 ;-0,0174560550 ; 0,0035721128 ; 0,0000127600 ;;;;;;;;
 Isolador Pergurado ; 0,0000285815 ; 0,0033804480 ; 0,0136413570 ;-0,0165100100 ; 0,0033803948 ; 0,0000114271 ;;;;;;;;
 Isolador Pergurado ; 0,0000252222 ; 0,0033738262 ; 0,0131835940 ;-0,0128784180 ; 0,0033737994 ; 0,0000113825 ;;;;;;;;
 Isolador Pergurado ; 0,0000249597 ; 0,0032049273 ; 0,0145874020 ;-0,0130310060 ; 0,0032048942 ; 0,0000102713 ;;;;;;;;
 Isolador Pergurado ; 0,0000228064 ; 0,0032495738 ; 0,0174255370 ;-0,0139465330 ; 0,0032495588 ; 0,0000105596 ;;;;;;;;
 Isolador Pergurado ; 0,0000244006 ; 0,0031235903 ; 0,0138549800 ;-0,0159606930 ; 0,0031235575 ; 0,0000097566 ;;;;;;;;
 Isolador Pergurado ; 0,0000252051 ; 0,0031758353 ; 0,0155334470 ;-0,0130310060 ; 0,0031757988 ; 0,0000100857 ;;;;;;;;
 Isolador Pergurado ; 0,0000233423 ; 0,0031280449 ; 0,0153198240 ;-0,0144042970 ; 0,0031280203 ; 0,0000097845 ;;;;;;;;
 Isolador Pergurado ; 0,0000234387 ; 0,0027474845 ; 0,0137023930 ;-0,0123291020 ; 0,0027474395 ; 0,0000075484 ;;;;;;;;
 Isolador Pergurado ; 0,0000252795 ; 0,0027723345 ; 0,0141601560 ;-0,0124816890 ; 0,0027722747 ; 0,0000076855 ;;;;;;;;
 Isolador Pergurado ; 0,0000269287 ; 0,0026997162 ; 0,0129699710 ;-0,0134277340 ; 0,0026996359 ; 0,0000072880 ;;;;;;;;
 Isolador Pergurado ; 0,0000244482 ; 0,0025093630 ; 0,0124206540 ;-0,0115051270 ; 0,0025092941 ; 0,0000062966 ;;;;;;;;
 Isolador Pergurado ; 0,0000250537 ; 0,0023315934 ; 0,0132141110 ;-0,0107727050 ; 0,0023315054 ; 0,0000054359 ;;;;;;;;
 Isolador Pergurado ; 0,0000231494 ; 0,0027611756 ; 0,0176696780 ;-0,0112609860 ; 0,0027611338 ; 0,0000076239 ;;;;;;;;
 Isolador Pergurado ; 0,0000244104 ; 0,0026987788 ; 0,0148620610 ;-0,0122985840 ; 0,0026987224 ; 0,0000072831 ;;;;;;;;
 Isolador Pergurado ; 0,0000279724 ; 0,0025863335 ; 0,0159301760 ;-0,0125122070 ; 0,0025862339 ; 0,0000066886 ;;;;;;;;
 Isolador Pergurado ; 0,0000248962 ; 0,0031020503 ; 0,0156250000 ;-0,0123291020 ; 0,0031020124 ; 0,0000096225 ;;;;;;;;
 Isolador Pergurado ; 0,0000231165 ; 0,0030537338 ; 0,0142517090 ;-0,0131530760 ; 0,0030537074 ; 0,0000093251 ;;;;;;;;
 Isolador Pergurado ; 0,0000242834 ; 0,0033102601 ; 0,0150756840 ;-0,0160522460 ; 0,0033102372 ; 0,0000109577 ;;;;;;;;
 Isolador Pergurado ; 0,0000239539 ; 0,0031913113 ; 0,0141906740 ;-0,0137939450 ; 0,0031912852 ; 0,0000101843 ;;;;;;;;
 Isolador Pergurado ; 0,0000259595 ; 0,0027382779 ; 0,0156555180 ;-0,0106811520 ; 0,0027382096 ; 0,0000074978 ;;;;;;;;
 Isolador Pergurado ; 0,0000239221 ; 0,0030490116 ; 0,0142517090 ;-0,0130004880 ; 0,0030489787 ; 0,0000092963 ;;;;;;;;
 Isolador Pergurado ; 0,0000264233 ; 0,0030318579 ; 0,0147705080 ;-0,0145874020 ; 0,0030318034 ; 0,0000091918 ;;;;;;;;
 Isolador Pergurado ; 0,0000226355 ; 0,0031232614 ; 0,0158386230 ;-0,0121765140 ; 0,0031232419 ; 0,0000097546 ;;;;;;;;
 Isolador Pergurado ; 0,0000236914 ; 0,0029803825 ; 0,0147399900 ;-0,0131835940 ; 0,0029803479 ; 0,0000088825 ;;;;;;;;
 Isolador Pergurado ; 0,0000248621 ; 0,0026681846 ; 0,0139160160 ;-0,0125732420 ; 0,0026681221 ; 0,0000071189 ;;;;;;;;
 Isolador Pergurado ; 0,0000274731 ; 0,0027026460 ; 0,0140686040 ;-0,0139160160 ; 0,0027025604 ; 0,0000073038 ;;;;;;;;
 Isolador Pergurado ; 0,0000236670 ; 0,0026341363 ; 0,0134582520 ;-0,0123901370 ; 0,0026340827 ; 0,0000069384 ;;;;;;;;
 Isolador Pergurado ; 0,0000264563 ; 0,0022876582 ; 0,0130920410 ;-0,0103149410 ; 0,0022875510 ; 0,0000052329 ;;;;;;;;
 Isolador Pergurado ; 0,0000248706 ; 0,0022858088 ; 0,0134582520 ;-0,0139770510 ; 0,0022857193 ; 0,0000052245 ;;;;;;;;
 Isolador Pergurado ; 0,0000254773 ; 0,0023594857 ; 0,0171508790 ;-0,0104980470 ; 0,0023593953 ; 0,0000055667 ;;;;;;;;
 Isolador Pergurado ; 0,0000254956 ; 0,0022960216 ; 0,0138854980 ;-0,0106811520 ; 0,0022959260 ; 0,0000052713 ;;;;;;;;
 Isolador Pergurado ; 0,0000241455 ; 0,0025704681 ; 0,0151062010 ;-0,0102844240 ; 0,0025704061 ; 0,0000066070 ;;;;;;;;
 Isolador Pergurado ; 0,0000258374 ; 0,0022659144 ; 0,0154113770 ;-0,0119934080 ; 0,0022658124 ; 0,0000051339 ;;;;;;;;
 Isolador Pergurado ; 0,0000266272 ; 0,0024344450 ; 0,0148010250 ;-0,0130004880 ; 0,0024343481 ; 0,0000059261 ;;;;;;;;
 Isolador Pergurado ; 0,0000247058 ; 0,0020188871 ; 0,0154113770 ;-0,0127563480 ; 0,0020187763 ; 0,0000040755 ;;;;;;;;
 Isolador Pergurado ; 0,0000253271 ; 0,0020577695 ; 0,0132446290 ;-0,0092163086 ; 0,0020576548 ; 0,0000042339 ;;;;;;;;
 Isolador Pergurado ; 0,0000252319 ; 0,0020940224 ; 0,0126037600 ;-0,0102233890 ; 0,0020939123 ; 0,0000043845 ;;;;;;;;
 Isolador Pergurado ; 0,0000265698 ; 0,0021444894 ; 0,0139770510 ;-0,0135498050 ; 0,0021443677 ; 0,0000045983 ;;;;;;;;
 Isolador Pergurado ; 0,0000270813 ; 0,0025737749 ; 0,0128173830 ;-0,0110168460 ; 0,0025736839 ; 0,0000066238 ;;;;;;;;
 Isolador Pergurado ; 0,0000243030 ; 0,0056131654 ; 0,0240173340 ;-0,0227050780 ; 0,0056132251 ; 0,0000315083 ;;;;;;;;
 Isolador Pergurado ; 0,0000261926 ; 0,0053558257 ; 0,0191040040 ;-0,0251464840 ; 0,0053558688 ; 0,0000286853 ;;;;;;;;
 Isolador Pergurado ; 0,0000224158 ; 0,0054283396 ; 0,0213623050 ;-0,0257873540 ; 0,0054284019 ; 0,0000294675 ;;;;;;;;
 Isolador Pergurado ; 0,0000250757 ; 0,0056819855 ; 0,0187683110 ;-0,0245361330 ; 0,0056820438 ; 0,0000322856 ;;;;;;;;
 Isolador Pergurado ; 0,0000219885 ; 0,0055310761 ; 0,0184021000 ;-0,0217285160 ; 0,0055311430 ; 0,0000305935 ;;;;;;;;
 Isolador Pergurado ; 0,0000252869 ; 0,0045649497 ; 0,0231628420 ;-0,0237121580 ; 0,0045649710 ; 0,0000208390 ;;;;;;;;
 Isolador Pergurado ; 0,0000248438 ; 0,0045955463 ; 0,0204162600 ;-0,0199584960 ; 0,0045955711 ; 0,0000211193 ;;;;;;;;
 Isolador Pergurado ; 0,0000250952 ; 0,0046329476 ; 0,0202941890 ;-0,0191650390 ; 0,0046329723 ; 0,0000214644 ;;;;;;;;
 Isolador Pergurado ; 0,0000243481 ; 0,0044161390 ; 0,0225524900 ;-0,0237426760 ; 0,0044161602 ; 0,0000195025 ;;;;;;;;
 Isolador Pergurado ; 0,0000231885 ; 0,0040254236 ; 0,0151062010 ;-0,0164489750 ; 0,0040254373 ; 0,0000162041 ;;;;;;;;
 Isolador Pergurado ; 0,0000270642 ; 0,0041756612 ; 0,0209960940 ;-0,0167236330 ; 0,0041756570 ; 0,0000174361 ;;;;;;;;
 Isolador Pergurado ; 0,0000230249 ; 0,0036160455 ; 0,0155029300 ;-0,0179443360 ; 0,0036160445 ; 0,0000130758 ;;;;;;;;
 Isolador Pergurado ; 0,0000236267 ; 0,0035822926 ; 0,0150756840 ;-0,0145568850 ; 0,0035822864 ; 0,0000128328 ;;;;;;;;
 Isolador Pergurado ; 0,0000252490 ; 0,0033559863 ; 0,0166320800 ;-0,0140380860 ; 0,0033559585 ; 0,0000112625 ;;;;;;;;
 Isolador Pergurado ; 0,0000243811 ; 0,0038521547 ; 0,0182189940 ;-0,0166625980 ; 0,0038521545 ; 0,0000148391 ;;;;;;;;
 Isolador Pergurado ; 0,0000231494 ; 0,0038158493 ; 0,0193786620 ;-0,0187072750 ; 0,0038158554 ; 0,0000145608 ;;;;;;;;
 Isolador Pergurado ; 0,0000255762 ; 0,0034550629 ; 0,0189514160 ;-0,0153808590 ; 0,0034550373 ; 0,0000119373 ;;;;;;;;
 Isolador Pergurado ; 0,0000263709 ; 0,0033627938 ; 0,0162658690 ;-0,0154418950 ; 0,0033627577 ; 0,0000113081 ;;;;;;;;
 Isolador Pergurado ; 0,0000234241 ; 0,0032967195 ; 0,0204162600 ;-0,0158081050 ; 0,0032967022 ; 0,0000108682 ;;;;;;;;
 Isolador Pergurado ; 0,0000230139 ; 0,0031405666 ; 0,0161743160 ;-0,0130920410 ; 0,0031405451 ; 0,0000098630 ;;;;;;;;
 Isolador Pergurado ; 0,0000267761 ; 0,0030411714 ; 0,0168762210 ;-0,0136108400 ; 0,0030411143 ; 0,0000092484 ;;;;;;;;
 Isolador Pergurado ; 0,0000248889 ; 0,0030215374 ; 0,0177612300 ;-0,0129394530 ; 0,0030214954 ; 0,0000091294 ;;;;;;;;
 Isolador Pergurado ; 0,0000249341 ; 0,0031381461 ; 0,0169372560 ;-0,0193481450 ; 0,0031381098 ; 0,0000098477 ;;;;;;;;
 Isolador Pergurado ; 0,0000242712 ; 0,0028907716 ; 0,0156555180 ;-0,0127563480 ; 0,0028907276 ; 0,0000083563 ;;;;;;;;
 Isolador Pergurado ; 0,0000253528 ; 0,0025064719 ; 0,0157470700 ;-0,0140380860 ; 0,0025063938 ; 0,0000062820 ;;;;;;;;
 Isolador Pergurado ; 0,0000245496 ; 0,0026400581 ; 0,0158081050 ;-0,0144042970 ; 0,0026399968 ; 0,0000069696 ;;;;;;;;
 Isolador Pergurado ; 0,0000262964 ; 0,0031056533 ; 0,0151672360 ;-0,0165100100 ; 0,0031056041 ; 0,0000096448 ;;;;;;;;
 Isolador Pergurado ; 0,0000235571 ; 0,0028843059 ; 0,0145568850 ;-0,0145568850 ; 0,0028842674 ; 0,0000083190 ;;;;;;;;
 Isolador Pergurado ; 0,0000260510 ; 0,0025780955 ; 0,0120239260 ;-0,0160522460 ; 0,0025780155 ; 0,0000066462 ;;;;;;;;
 Isolador Pergurado ; 0,0000255981 ; 0,0028291069 ; 0,0172424320 ;-0,0137023930 ; 0,0028290477 ; 0,0000080035 ;;;;;;;;
 Isolador Pergurado ; 0,0000240784 ; 0,0029146593 ; 0,0168151860 ;-0,0131835940 ; 0,0029146181 ; 0,0000084950 ;;;;;;;;
 Isolador Pergurado ; 0,0000266748 ; 0,0031819856 ; 0,0165710450 ;-0,0144348140 ; 0,0031819374 ; 0,0000101247 ;;;;;;;;
 Isolador Pergurado ; 0,0000228638 ; 0,0028010649 ; 0,0136413570 ;-0,0121765140 ; 0,0028010276 ; 0,0000078458 ;;;;;;;;
 Isolador Pergurado ; 0,0000251855 ; 0,0031624615 ; 0,0177001950 ;-0,0156860350 ; 0,0031624244 ; 0,0000100009 ;;;;;;;;
 Isolador Pergurado ; 0,0000241809 ; 0,0025835721 ; 0,0152587890 ;-0,0125122070 ; 0,0025835106 ; 0,0000066745 ;;;;;;;;
 Isolador Pergurado ; 0,0000249878 ; 0,0029184491 ; 0,0180664060 ;-0,0116271970 ; 0,0029184005 ; 0,0000085171 ;;;;;;;;
 Isolador Pergurado ; 0,0000251599 ; 0,0033238113 ; 0,0188598630 ;-0,0144653320 ; 0,0033237826 ; 0,0000110475 ;;;;;;;;
 Isolador Pergurado ; 0,0000243042 ; 0,0031294132 ; 0,0137634280 ;-0,0140380860 ; 0,0031293814 ; 0,0000097930 ;;;;;;;;
 Isolador Pergurado ; 0,0000260901 ; 0,0032167311 ; 0,0134582520 ;-0,0171813960 ; 0,0032166896 ; 0,0000103471 ;;;;;;;;
 Isolador Pergurado ; 0,0000216467 ; 0,0032561026 ; 0,0141906740 ;-0,0160217290 ; 0,0032560958 ; 0,0000106022 ;;;;;;;;
 Isolador Pergurado ; 0,0000268848 ; 0,0031250518 ; 0,0161437990 ;-0,0161437990 ; 0,0031249987 ; 0,0000097656 ;;;;;;;;
 Isolador Pergurado ; 0,0000239355 ; 0,0032653790 ; 0,0163879390 ;-0,0143432620 ; 0,0032653566 ; 0,0000106626 ;;;;;;;;
 Isolador Pergurado ; 0,0000225256 ; 0,0036331924 ; 0,0189514160 ;-0,0142211910 ; 0,0036331952 ; 0,0000132001 ;;;;;;;;
 Isolador Pergurado ; 0,0000262305 ; 0,0034679985 ; 0,0214843750 ;-0,0133361820 ; 0,0034679687 ; 0,0000120268 ;;;;;;;;
 Isolador Pergurado ; 0,0000237354 ; 0,0041264328 ; 0,0172119140 ;-0,0188598630 ; 0,0041264471 ; 0,0000170276 ;;;;;;;;
 Isolador Pergurado ; 0,0000250586 ; 0,0047811347 ; 0,0217895510 ;-0,0182800290 ; 0,0047811647 ; 0,0000228595 ;;;;;;;;
 Isolador Pergurado ; 0,0000229346 ; 0,0052124291 ; 0,0246276860 ;-0,0260620120 ; 0,0052124829 ; 0,0000271700 ;;;;;;;;
 Isolador Pergurado ; 0,0000230554 ; 0,0057168484 ; 0,0248413090 ;-0,0231323240 ; 0,0057169163 ; 0,0000326831 ;;;;;;;;
 Isolador Pergurado ; 0,0000271619 ; 0,0050538663 ; 0,0216369630 ;-0,0223083500 ; 0,0050538944 ; 0,0000255418 ;;;;;;;;
 Isolador Pergurado ; 0,0000210449 ; 0,0057074497 ; 0,0230407710 ;-0,0255432130 ; 0,0057075251 ; 0,0000325758 ;;;;;;;;
 Isolador Pergurado ; 0,0000230078 ; 0,0053023634 ; 0,0222778320 ;-0,0230407710 ; 0,0053024195 ; 0,0000281157 ;;;;;;;;
 Isolador Pergurado ; 0,0000269800 ; 0,0059845501 ; 0,0238037110 ;-0,0241394040 ; 0,0059846090 ; 0,0000358155 ;;;;;;;;
 Isolador Pergurado ; 0,0000225488 ; 0,0062572186 ; 0,0256347660 ;-0,0256042480 ; 0,0062573031 ; 0,0000391538 ;;;;;;;;
 Isolador Pergurado ; 0,0000250049 ; 0,0056936956 ; 0,0224914550 ;-0,0250854490 ; 0,0056937545 ; 0,0000324188 ;;;;;;;;
 Isolador Pergurado ; 0,0000270496 ; 0,0065154901 ; 0,0294189450 ;-0,0250244140 ; 0,0065155643 ; 0,0000424526 ;;;;;;;;
 Isolador Pergurado ; 0,0000222095 ; 0,0065673928 ; 0,0268859860 ;-0,0243530270 ; 0,0065674866 ; 0,0000431319 ;;;;;;;;
 Isolador Pergurado ; 0,0000218604 ; 0,0060963697 ; 0,0240173340 ;-0,0221557620 ; 0,0060964524 ; 0,0000371667 ;;;;;;;;
 Isolador Pergurado ; 0,0000243994 ; 0,0065221399 ; 0,0270690920 ;-0,0284729000 ; 0,0065222247 ; 0,0000425394 ;;;;;;;;
