Classificador,Media,RMS,Maximo,Minimo,DesvioPadrao,Variancia
1,2.63879E-05,0.001840167,0.014984131,-0.010528564,0.001840014,3.38565E-06
1,2.60229E-05,0.001880411,0.016876221,-0.009521484,0.001880268,3.53541E-06
1,2.46631E-05,0.001838015,0.012817383,-0.011505127,0.001837886,3.37783E-06
1,2.60901E-05,0.001819586,0.014678955,-0.009918213,0.001819435,3.31034E-06
1,2.54822E-05,0.001851238,0.010742188,-0.010742188,0.001851099,3.42657E-06
1,2.55627E-05,0.001922086,0.01473999,-0.011749268,0.001921955,3.69391E-06
1,2.58325E-05,0.001872254,0.013458252,-0.011444092,0.001872113,3.50481E-06
1,2.60571E-05,0.001865584,0.015991211,-0.011474609,0.001865439,3.47986E-06
1,2.65308E-05,0.001857072,0.013000488,-0.009338379,0.001856919,3.44815E-06
1,2.52258E-05,0.001859523,0.013397217,-0.011810303,0.001859389,3.45733E-06
1,2.42566E-05,0.001911041,0.013336182,-0.011779785,0.001910925,3.65163E-06
1,2.70483E-05,0.001868418,0.0128479,-0.011169434,0.00186826,3.49039E-06
1,2.39661E-05,0.001917025,0.012969971,-0.012207031,0.001916914,3.67456E-06
1,2.64661E-05,0.001929472,0.012908936,-0.012420654,0.001929329,3.72231E-06
1,2.40515E-05,0.001937649,0.013763428,-0.0128479,0.001937538,3.75405E-06
1,2.47168E-05,0.001963566,0.013061523,-0.010192871,0.00196345,3.85514E-06
1,2.66699E-05,0.001939135,0.015655518,-0.011505127,0.00193899,3.75968E-06
1,2.3916E-05,0.002048458,0.015869141,-0.011199951,0.002048359,4.19577E-06
1,2.66602E-05,0.001967006,0.013397217,-0.013427734,0.001966864,3.86855E-06
1,2.55115E-05,0.001999196,0.01348877,-0.011627197,0.001999073,3.99629E-06
1,2.42273E-05,0.001963611,0.012084961,-0.01260376,0.001963501,3.85534E-06
1,2.50916E-05,0.00189743,0.014007568,-0.013397217,0.001897302,3.59975E-06
1,2.52612E-05,0.001944938,0.01260376,-0.010101318,0.001944813,3.7823E-06
1,2.55518E-05,0.001982557,0.013031006,-0.010925293,0.001982432,3.93004E-06
1,2.54773E-05,0.001923796,0.013885498,-0.014648438,0.001923665,3.70049E-06
1,2.61047E-05,0.001848621,0.012084961,-0.011352539,0.001848474,3.41686E-06
1,2.53247E-05,0.001843683,0.01461792,-0.012115479,0.001843546,3.39866E-06
1,2.65625E-05,0.001892102,0.0128479,-0.010437012,0.001891953,3.57949E-06
1,2.5918E-05,0.001829577,0.012786865,-0.010437012,0.00182943,3.34682E-06
1,2.5105E-05,0.001890229,0.013092041,-0.012542725,0.0018901,3.57248E-06
1,2.49939E-05,0.001959073,0.016876221,-0.011871338,0.001958953,3.83749E-06
1,2.41479E-05,0.001954946,0.012573242,-0.011383057,0.001954836,3.82138E-06
1,2.7207E-05,0.001926316,0.013275146,-0.010345459,0.001926162,3.7101E-06
1,2.50354E-05,0.00191045,0.01373291,-0.014099121,0.001910324,3.64934E-06
1,2.56274E-05,0.00194388,0.013397217,-0.011505127,0.001943749,3.77816E-06
1,2.59656E-05,0.001906273,0.013702393,-0.010223389,0.001906135,3.63335E-06
1,2.40417E-05,0.00192782,0.012145996,-0.011413574,0.001927709,3.71606E-06
1,2.62573E-05,0.001904191,0.01385498,-0.013305664,0.001904048,3.6254E-06
1,2.52698E-05,0.001888666,0.012542725,-0.011688232,0.001888534,3.56656E-06
1,2.59253E-05,0.001894979,0.01651001,-0.013366699,0.001894839,3.59042E-06
1,2.48352E-05,0.00191855,0.01373291,-0.012939453,0.001918428,3.68036E-06
1,2.4939E-05,0.001886532,0.017852783,-0.01184082,0.001886405,3.55852E-06
1,2.6792E-05,0.001937642,0.015350342,-0.01071167,0.001937495,3.75389E-06
1,2.62146E-05,0.001978402,0.016723633,-0.011810303,0.001978268,3.91354E-06
1,2.44336E-05,0.001911759,0.014892578,-0.011474609,0.001911641,3.65437E-06
1,2.60498E-05,0.001882177,0.014007568,-0.011627197,0.001882034,3.54205E-06
1,2.60864E-05,0.001825634,0.014007568,-0.011779785,0.001825485,3.33239E-06
1,2.55981E-05,0.001879132,0.013153076,-0.011352539,0.001878995,3.53062E-06
1,2.59399E-05,0.001823943,0.012695313,-0.011413574,0.001823795,3.32623E-06
1,2.54114E-05,0.001879741,0.014160156,-0.011932373,0.001879607,3.53292E-06
1,2.5376E-05,0.001886106,0.013153076,-0.01159668,0.001885973,3.55689E-06
1,2.52283E-05,0.001855387,0.015960693,-0.012512207,0.001855253,3.44196E-06
1,2.66101E-05,0.001870439,0.015869141,-0.011138916,0.001870287,3.49797E-06
1,2.59888E-05,0.001841584,0.012023926,-0.010040283,0.001841438,3.39089E-06
1,2.44397E-05,0.001907671,0.015350342,-0.011566162,0.001907552,3.63876E-06
1,2.05908E-05,0.001575254,0.014068604,-0.009979248,0.001575151,2.4811E-06
1,2.25574E-05,0.001775412,0.015197754,-0.012786865,0.001775304,3.1517E-06
1,2.67004E-05,0.001869268,0.017303467,-0.012878418,0.001869115,3.49359E-06
1,2.59119E-05,0.001863554,0.012084961,-0.009887695,0.001863411,3.4723E-06
1,2.55835E-05,0.001856433,0.01574707,-0.010192871,0.001856293,3.44583E-06
1,2.5083E-05,0.001859554,0.01473999,-0.012023926,0.001859422,3.45745E-06
1,2.61108E-05,0.001926048,0.013427734,-0.011047363,0.00192591,3.70913E-06
1,2.54785E-05,0.001825497,0.014221191,-0.011352539,0.001825356,3.33192E-06
1,2.68176E-05,0.00186999,0.016204834,-0.012115479,0.001869835,3.49628E-06
1,2.48254E-05,0.001882254,0.016265869,-0.010253906,0.001882128,3.54241E-06
1,2.56921E-05,0.001909751,0.014038086,-0.010650635,0.001909617,3.64664E-06
1,2.65393E-05,0.001852532,0.015625,-0.011962891,0.001852379,3.43131E-06
1,2.52832E-05,0.001913272,0.013793945,-0.011444092,0.001913143,3.66012E-06
1,2.54651E-05,0.001929348,0.012756348,-0.010192871,0.001929219,3.72189E-06
1,2.57898E-05,0.00187663,0.015075684,-0.011199951,0.00187649,3.52121E-06
1,2.56531E-05,0.001842965,0.013183594,-0.010101318,0.001842823,3.396E-06
1,2.52026E-05,0.001859258,0.013885498,-0.011871338,0.001859124,3.45634E-06
1,2.56299E-05,0.001860077,0.01171875,-0.010620117,0.001859938,3.45937E-06
1,2.52002E-05,0.001898335,0.014831543,-0.010101318,0.001898206,3.60318E-06
1,2.59424E-05,0.001899564,0.013275146,-0.013183594,0.001899425,3.60782E-06
1,2.55396E-05,0.001886343,0.01348877,-0.010040283,0.001886208,3.55778E-06
1,2.57056E-05,0.001950003,0.015960693,-0.012084961,0.001949872,3.802E-06
1,2.53833E-05,0.001911594,0.013000488,-0.009674072,0.001911464,3.65369E-06
1,2.60217E-05,0.001844139,0.015869141,-0.011627197,0.001843992,3.40031E-06
1,2.57922E-05,0.001853542,0.014038086,-0.009918213,0.001853399,3.43509E-06
1,2.59277E-05,0.001839727,0.013824463,-0.011688232,0.001839581,3.38406E-06
1,2.43481E-05,0.001843434,0.013244629,-0.010986328,0.00184331,3.39779E-06
1,2.63037E-05,0.00186105,0.012451172,-0.011108398,0.001860902,3.46296E-06
1,2.56787E-05,0.001858158,0.015167236,-0.011779785,0.001858018,3.45223E-06
1,2.5249E-05,0.001901023,0.014465332,-0.012756348,0.001900893,3.6134E-06
1,2.40063E-05,0.001881931,0.014678955,-0.01159668,0.001881815,3.54123E-06
1,2.60913E-05,0.00185197,0.016845703,-0.012115479,0.001851823,3.42925E-06
1,2.59424E-05,0.001780345,0.013061523,-0.012084961,0.001780192,3.16908E-06
1,2.60168E-05,0.001848084,0.014099121,-0.011199951,0.001847938,3.41488E-06
1,2.48608E-05,0.001881664,0.014007568,-0.010772705,0.001881537,3.54018E-06
