Classificador,Media,RMS,Maximo,Minimo,DesvioPadrao,Variancia
1,2.57117E-05,0.001891481,0.012878418,-0.013244629,0.001891344,3.57718E-06
1,2.5708E-05,0.001898232,0.016174316,-0.012054443,0.001898095,3.60277E-06
1,2.51245E-05,0.001884812,0.012084961,-0.011657715,0.001884682,3.55203E-06
1,2.52063E-05,0.001824096,0.012481689,-0.011901855,0.001823958,3.32682E-06
1,2.54773E-05,0.00181922,0.01272583,-0.010314941,0.001819078,3.30905E-06
1,2.59778E-05,0.001811784,0.013366699,-0.012329102,0.001811634,3.28202E-06
1,2.61963E-05,0.001896879,0.013580322,-0.012023926,0.001896736,3.59761E-06
1,2.59729E-05,0.001846714,0.014892578,-0.011810303,0.001846569,3.40982E-06
1,2.50891E-05,0.00187854,0.013061523,-0.009735107,0.00187841,3.52842E-06
1,2.50562E-05,0.001838107,0.012298584,-0.009552002,0.001837973,3.37814E-06
1,2.61731E-05,0.001787933,0.011749268,-0.0105896,0.001787777,3.19615E-06
1,2.646E-05,0.001788527,0.013641357,-0.011352539,0.001788367,3.19826E-06
1,2.5752E-05,0.00180398,0.011383057,-0.009735107,0.001803833,3.25381E-06
1,2.57544E-05,0.00183585,0.013549805,-0.00970459,0.001835706,3.36982E-06
1,2.4845E-05,0.001830298,0.012115479,-0.009185791,0.001830166,3.34951E-06
1,2.57605E-05,0.001784858,0.014526367,-0.010040283,0.001784707,3.18518E-06
1,2.69238E-05,0.001793335,0.013366699,-0.009643555,0.001793169,3.21545E-06
1,2.50513E-05,0.001855754,0.012756348,-0.009643555,0.001855622,3.44333E-06
1,2.51672E-05,0.001793461,0.013916016,-0.010375977,0.00179332,3.216E-06
1,2.60803E-05,0.001818486,0.011505127,-0.010223389,0.001818336,3.30634E-06
1,2.51294E-05,0.001829623,0.01272583,-0.011138916,0.001829487,3.34702E-06
1,2.64478E-05,0.001831546,0.014312744,-0.009613037,0.001831391,3.35399E-06
1,2.57434E-05,0.001940447,0.016296387,-0.01171875,0.001940315,3.76482E-06
1,2.48645E-05,0.00195437,0.015258789,-0.010009766,0.001954251,3.8191E-06
1,2.57739E-05,0.00187162,0.01171875,-0.011505127,0.00187148,3.50244E-06
1,2.55261E-05,0.001858519,0.012908936,-0.010375977,0.001858381,3.45358E-06
1,2.50452E-05,0.00184888,0.014160156,-0.010009766,0.001848748,3.41787E-06
1,2.57751E-05,0.001835413,0.015960693,-0.01083374,0.001835269,3.36821E-06
1,2.68701E-05,0.001840707,0.014862061,-0.010742188,0.001840548,3.38762E-06
1,2.41992E-05,0.001903819,0.012115479,-0.013092041,0.001903704,3.62409E-06
1,2.651E-05,0.001843526,0.012176514,-0.010040283,0.001843372,3.39802E-06
1,2.47388E-05,0.001799763,0.011474609,-0.00982666,0.001799629,3.23866E-06
1,2.6062E-05,0.001869603,0.014709473,-0.010803223,0.001869458,3.49487E-06
1,2.63599E-05,0.001835152,0.015441895,-0.010162354,0.001834999,3.36722E-06
1,2.55273E-05,0.001876269,0.013122559,-0.010650635,0.001876132,3.51987E-06
1,2.47266E-05,0.001875706,0.014312744,-0.010284424,0.001875581,3.5178E-06
1,2.54553E-05,0.001888822,0.016418457,-0.009521484,0.001888688,3.56714E-06
1,2.51941E-05,0.001884282,0.012359619,-0.010284424,0.001884151,3.55003E-06
1,2.57874E-05,0.001851214,0.01461792,-0.012969971,0.001851072,3.42647E-06
1,2.48071E-05,0.001889258,0.01473999,-0.009796143,0.001889132,3.56882E-06
1,2.58459E-05,0.00182259,0.014801025,-0.0105896,0.001822443,3.3213E-06
1,2.58606E-05,0.00188192,0.0128479,-0.010742188,0.00188178,3.5411E-06
1,2.51758E-05,0.00184855,0.012084961,-0.010620117,0.001848416,3.41664E-06
1,2.46167E-05,0.001873756,0.013916016,-0.010742188,0.001873632,3.5105E-06
1,2.64893E-05,0.001861701,0.012786865,-0.010437012,0.00186155,3.46537E-06
1,2.54968E-05,0.001958631,0.015228271,-0.012145996,0.001958504,3.83574E-06
1,2.47522E-05,0.00186509,0.014770508,-0.011230469,0.001864963,3.47809E-06
1,2.61853E-05,0.001898281,0.013122559,-0.009338379,0.001898138,3.60293E-06
1,2.53003E-05,0.001934994,0.014556885,-0.012756348,0.001934868,3.74371E-06
1,2.57532E-05,0.001943972,0.012359619,-0.012329102,0.00194384,3.77851E-06
1,2.4386E-05,0.001905297,0.014129639,-0.011779785,0.001905179,3.62971E-06
1,2.57385E-05,0.001954523,0.012695313,-0.010650635,0.001954392,3.81965E-06
1,2.53003E-05,0.001855021,0.013183594,-0.008789063,0.001854885,3.4406E-06
1,2.64868E-05,0.00187518,0.013122559,-0.012145996,0.00187503,3.51574E-06
1,2.39014E-05,0.001910451,0.013763428,-0.009887695,0.00191034,3.6494E-06
1,2.65906E-05,0.001833908,0.012573242,-0.011444092,0.001833752,3.36265E-06
1,2.62512E-05,0.001839752,0.011199951,-0.011199951,0.001839601,3.38413E-06
1,2.599E-05,0.001889484,0.013641357,-0.013702393,0.001889343,3.56962E-06
1,2.43994E-05,0.001824228,0.012359619,-0.010040283,0.001824102,3.32735E-06
1,2.60815E-05,0.00188895,0.015594482,-0.011108398,0.001888808,3.5676E-06
1,2.55737E-05,0.001884784,0.012115479,-0.01184082,0.001884648,3.5519E-06
1,2.56873E-05,0.001808051,0.015075684,-0.01071167,0.001807905,3.26852E-06
1,2.5929E-05,0.001838622,0.013946533,-0.010498047,0.001838476,3.38E-06
1,1.68164E-05,0.001565335,0.014129639,-0.009887695,0.001565276,2.45009E-06
1,2.73328E-05,0.001868789,0.013244629,-0.011779785,0.001868626,3.49176E-06
1,2.49316E-05,0.001830174,0.014221191,-0.011077881,0.001830041,3.34905E-06
1,2.51917E-05,0.001853643,0.01272583,-0.011352539,0.001853509,3.43549E-06
1,2.55298E-05,0.001900626,0.015411377,-0.011688232,0.001900492,3.61187E-06
1,2.56714E-05,0.001872241,0.014129639,-0.010253906,0.001872102,3.50477E-06
1,2.49841E-05,0.001825237,0.012664795,-0.010925293,0.001825102,3.331E-06
1,2.60791E-05,0.001864181,0.011260986,-0.010314941,0.001864036,3.47463E-06
1,2.55225E-05,0.001913111,0.011535645,-0.013641357,0.001912979,3.65949E-06
1,2.57849E-05,0.001835877,0.012390137,-0.009216309,0.001835732,3.36991E-06
1,2.54443E-05,0.001814689,0.013122559,-0.01083374,0.001814547,3.29258E-06
1,2.65491E-05,0.001790637,0.012176514,-0.010681152,0.001790476,3.20581E-06
1,2.50317E-05,0.001819515,0.012207031,-0.008026123,0.001819379,3.31014E-06
1,2.57422E-05,0.00191886,0.015136719,-0.012664795,0.001918726,3.68151E-06
1,2.53784E-05,0.001889623,0.016326904,-0.01171875,0.001889491,3.57017E-06
1,2.61865E-05,0.001857469,0.015350342,-0.011352539,0.001857322,3.44964E-06
1,2.46472E-05,0.001846295,0.012237549,-0.01083374,0.001846168,3.40834E-06
1,2.50647E-05,0.00185776,0.014862061,-0.012207031,0.001857628,3.45078E-06
1,2.4718E-05,0.001875992,0.013336182,-0.011474609,0.001875866,3.51887E-06
1,2.66785E-05,0.001832568,0.015106201,-0.012695313,0.001832411,3.35773E-06
1,2.66138E-05,0.001827786,0.014831543,-0.009429932,0.001827628,3.34023E-06
1,2.45703E-05,0.001857601,0.013397217,-0.010223389,0.001857476,3.45022E-06
1,2.70056E-05,0.00194105,0.013793945,-0.010650635,0.001940901,3.7671E-06
1,2.51086E-05,0.001889493,0.015991211,-0.012512207,0.001889364,3.56969E-06
1,2.63501E-05,0.001805792,0.014404297,-0.010192871,0.001805636,3.26032E-06
1,2.51758E-05,0.001813292,0.015472412,-0.011047363,0.001813154,3.28753E-06
1,2.51062E-05,0.001904507,0.014282227,-0.011962891,0.00190438,3.62666E-06
1,2.68665E-05,0.001872304,0.012359619,-0.011199951,0.001872149,3.50494E-06
1,2.55286E-05,0.001847878,0.014434814,-0.011688232,0.001847738,3.41414E-06
1,2.58679E-05,0.001897625,0.012298584,-0.010986328,0.001897486,3.60045E-06
1,2.52832E-05,0.001891699,0.012634277,-0.011535645,0.001891568,3.57803E-06
1,2.60767E-05,0.001840872,0.015533447,-0.013183594,0.001840724,3.38827E-06
1,2.62793E-05,0.001835452,0.01361084,-0.012084961,0.001835301,3.36833E-06
1,2.50854E-05,0.001836337,0.016448975,-0.010925293,0.001836202,3.37164E-06
1,2.57495E-05,0.001852413,0.014434814,-0.011657715,0.001852272,3.43091E-06
1,2.47278E-05,0.001870322,0.014160156,-0.013153076,0.001870196,3.49763E-06
1,2.66846E-05,0.001830088,0.014373779,-0.011169434,0.00182993,3.34864E-06
1,2.57397E-05,0.001850071,0.012664795,-0.011810303,0.001849929,3.42224E-06
1,2.58484E-05,0.001851161,0.015716553,-0.010406494,0.001851018,3.42627E-06
1,2.58704E-05,0.001794384,0.014099121,-0.013397217,0.001794233,3.21927E-06
1,2.51636E-05,0.001837164,0.0128479,-0.012176514,0.001837029,3.37467E-06
1,2.56238E-05,0.001877318,0.012298584,-0.012054443,0.00187718,3.52381E-06
1,2.58936E-05,0.001908129,0.014160156,-0.010650635,0.001907991,3.64043E-06
1,2.59167E-05,0.001819732,0.012664795,-0.009857178,0.001819584,3.31089E-06
1,2.51184E-05,0.001845522,0.014373779,-0.011077881,0.001845388,3.40546E-06
1,2.54932E-05,0.001843041,0.013275146,-0.00894165,0.001842901,3.39629E-06
1,2.55505E-05,0.001865028,0.015686035,-0.010742188,0.00186489,3.47782E-06
1,2.60168E-05,0.00187248,0.014587402,-0.010040283,0.001872337,3.50565E-06
1,2.48511E-05,0.001851611,0.014984131,-0.010803223,0.001851481,3.42798E-06
1,2.54431E-05,0.001783406,0.014129639,-0.011779785,0.00178326,3.18002E-06
1,2.49854E-05,0.001822511,0.014984131,-0.010650635,0.001822376,3.32105E-06
1,2.49072E-05,0.001832913,0.015655518,-0.011260986,0.001832781,3.35908E-06
1,2.59875E-05,0.001857105,0.016113281,-0.011535645,0.00185696,3.4483E-06
1,2.5282E-05,0.001857595,0.014160156,-0.010406494,0.00185746,3.45016E-06
1,2.55908E-05,0.001865991,0.013153076,-0.013031006,0.001865853,3.48141E-06
1,2.58948E-05,0.001850345,0.014770508,-0.012145996,0.001850201,3.42324E-06
1,2.57971E-05,0.001862308,0.013031006,-0.010742188,0.001862167,3.46767E-06
1,2.53577E-05,0.001864415,0.016204834,-0.009979248,0.001864279,3.47554E-06
1,2.53113E-05,0.001797129,0.014923096,-0.010803223,0.001796987,3.22916E-06
1,2.63794E-05,0.001797505,0.014404297,-0.010955811,0.001797347,3.23046E-06
1,2.48706E-05,0.001905822,0.015319824,-0.01159668,0.001905698,3.63168E-06
1,2.57788E-05,0.001857625,0.014312744,-0.011505127,0.001857483,3.45024E-06
1,2.59729E-05,0.001864334,0.012023926,-0.009735107,0.00186419,3.4752E-06
1,2.49609E-05,0.001860086,0.016204834,-0.010406494,0.001859956,3.45943E-06
1,2.61621E-05,0.001808921,0.01272583,-0.010314941,0.001808768,3.27164E-06
1,2.51111E-05,0.001879205,0.015350342,-0.010437012,0.001879075,3.53092E-06
1,2.60181E-05,0.001856253,0.01348877,-0.012451172,0.001856108,3.44514E-06
1,2.56592E-05,0.001841512,0.015533447,-0.012084961,0.00184137,3.39064E-06
1,2.63977E-05,0.001805623,0.014099121,-0.011627197,0.001805466,3.25971E-06
1,2.46533E-05,0.001845231,0.01272583,-0.009979248,0.001845103,3.40441E-06
1,2.52747E-05,0.001814642,0.013549805,-0.010681152,0.001814502,3.29242E-06
1,2.63037E-05,0.001874005,0.013702393,-0.011169434,0.001873858,3.51134E-06
1,2.60693E-05,0.001799896,0.012329102,-0.011993408,0.001799743,3.23907E-06
1,2.5376E-05,0.00183754,0.014953613,-0.013427734,0.001837401,3.37604E-06
1,2.55505E-05,0.001821056,0.0128479,-0.010742188,0.001820913,3.31573E-06
1,2.49927E-05,0.001849764,0.014556885,-0.009460449,0.001849632,3.42114E-06
1,2.59277E-05,0.001834806,0.012298584,-0.009521484,0.001834659,3.36597E-06
1,2.60498E-05,0.001829383,0.013549805,-0.011566162,0.001829234,3.3461E-06
1,2.52661E-05,0.00186922,0.011962891,-0.016021729,0.001869086,3.49348E-06
1,2.64087E-05,0.001823235,0.012664795,-0.010742188,0.00182308,3.32362E-06
1,2.52722E-05,0.001821844,0.01184082,-0.011169434,0.001821705,3.31861E-06
1,2.56799E-05,0.001816278,0.013305664,-0.011413574,0.001816133,3.29834E-06
1,2.6377E-05,0.00185458,0.014007568,-0.009216309,0.00185443,3.43891E-06
1,2.56201E-05,0.001831237,0.013763428,-0.011962891,0.001831095,3.35291E-06
1,2.56018E-05,0.001862914,0.015625,-0.009124756,0.001862776,3.46993E-06
1,2.50354E-05,0.001825556,0.015899658,-0.010162354,0.001825421,3.33216E-06
1,2.59644E-05,0.001874185,0.013305664,-0.009674072,0.001874043,3.51204E-06
1,2.63794E-05,0.001856793,0.012512207,-0.009796143,0.001856643,3.44712E-06
1,1.67688E-05,0.001509758,0.014953613,-0.011199951,0.001509695,2.27918E-06
1,2.62866E-05,0.001848401,0.013671875,-0.010162354,0.001848251,3.41603E-06
1,2.57874E-05,0.001865843,0.014984131,-0.013183594,0.001865702,3.48084E-06
1,2.56409E-05,0.001832482,0.014862061,-0.009887695,0.001832339,3.35747E-06
1,2.57422E-05,0.00186227,0.014404297,-0.010345459,0.00186213,3.46753E-06
1,2.53052E-05,0.001796965,0.01385498,-0.012023926,0.001796823,3.22857E-06
1,2.62769E-05,0.001807102,0.015228271,-0.012390137,0.001806947,3.26506E-06
1,2.54968E-05,0.001784794,0.015014648,-0.011901855,0.001784648,3.18497E-06
1,2.57727E-05,0.001821846,0.012664795,-0.01071167,0.0018217,3.31859E-06
1,2.56226E-05,0.001838586,0.012695313,-0.011779785,0.001838444,3.37988E-06
1,2.55029E-05,0.001851799,0.015563965,-0.012176514,0.00185166,3.42865E-06
1,2.59753E-05,0.001819515,0.012756348,-0.010223389,0.001819366,3.31009E-06
1,2.57983E-05,0.001852345,0.013092041,-0.010375977,0.001852202,3.43065E-06
1,2.60815E-05,0.00185863,0.013305664,-0.010437012,0.001858484,3.45396E-06
1,2.55493E-05,0.001849112,0.013122559,-0.011016846,0.001848973,3.4187E-06
1,2.61487E-05,0.001814244,0.0128479,-0.010040283,0.001814092,3.29093E-06
1,2.5271E-05,0.001828675,0.014343262,-0.01071167,0.001828537,3.34355E-06
1,2.64453E-05,0.001841659,0.01675415,-0.010101318,0.001841506,3.39114E-06
1,2.58594E-05,0.001885326,0.015777588,-0.013214111,0.001885186,3.55393E-06
1,2.60046E-05,0.001914108,0.013061523,-0.010498047,0.00191397,3.66328E-06
1,2.54468E-05,0.001884473,0.013977051,-0.010223389,0.001884339,3.55073E-06
1,2.63525E-05,0.001834964,0.015472412,-0.01083374,0.001834811,3.36653E-06
1,2.43823E-05,0.001859521,0.01461792,-0.010803223,0.001859398,3.45736E-06
1,2.65564E-05,0.001914523,0.012664795,-0.010437012,0.001914377,3.66484E-06
1,2.56787E-05,0.001845758,0.012542725,-0.009277344,0.001845617,3.4063E-06
1,2.57336E-05,0.001818715,0.014007568,-0.009613037,0.001818569,3.30719E-06
1,2.6582E-05,0.001776059,0.014251709,-0.012237549,0.001775895,3.1538E-06
1,2.63E-05,0.001773382,0.013397217,-0.009552002,0.001773223,3.14432E-06
1,2.56555E-05,0.001792961,0.011383057,-0.011291504,0.001792813,3.21418E-06
1,2.52271E-05,0.001847841,0.014282227,-0.011138916,0.001847706,3.41402E-06
1,2.60864E-05,0.001871564,0.013793945,-0.009796143,0.001871419,3.50221E-06
1,2.59839E-05,0.001795443,0.011810303,-0.009521484,0.00179529,3.22307E-06
1,2.56726E-05,0.001859937,0.012115479,-0.011474609,0.001859797,3.45885E-06
1,2.65479E-05,0.001827403,0.012634277,-0.009796143,0.001827246,3.33883E-06
1,2.65466E-05,0.00179658,0.014434814,-0.010437012,0.00179642,3.22712E-06
1,2.54675E-05,0.001806725,0.012329102,-0.008850098,0.001806582,3.26374E-06
1,2.6416E-05,0.001830402,0.013885498,-0.011047363,0.001830248,3.34981E-06
1,2.54065E-05,0.001830841,0.014404297,-0.011474609,0.001830702,3.35147E-06
1,2.67175E-05,0.001817631,0.01361084,-0.012939453,0.001817471,3.3032E-06
1,2.51685E-05,0.001835318,0.012695313,-0.010162354,0.001835182,3.36789E-06
1,2.64978E-05,0.001887362,0.014709473,-0.010223389,0.001887213,3.56157E-06
1,2.573E-05,0.001883752,0.014556885,-0.011322021,0.001883614,3.548E-06
1,2.56653E-05,0.001855292,0.014587402,-0.010314941,0.001855152,3.44159E-06
1,2.61719E-05,0.001824671,0.014343262,-0.009643555,0.00182452,3.32887E-06
1,2.56348E-05,0.001842191,0.011108398,-0.009735107,0.00184205,3.39315E-06
1,2.54334E-05,0.001812564,0.014129639,-0.010437012,0.001812421,3.28487E-06
1,2.60876E-05,0.001816925,0.012329102,-0.01083374,0.001816774,3.30067E-06
1,2.58997E-05,0.001843476,0.013763428,-0.0105896,0.001843331,3.39787E-06
1,2.63647E-05,0.001785406,0.013641357,-0.012390137,0.001785247,3.18711E-06
1,2.58252E-05,0.001823322,0.014129639,-0.009613037,0.001823175,3.32397E-06
1,2.47705E-05,0.001851032,0.012542725,-0.010345459,0.001850903,3.42584E-06
1,2.62915E-05,0.001796301,0.012268066,-0.013275146,0.001796144,3.22613E-06
1,2.58167E-05,0.001824835,0.014129639,-0.010009766,0.001824689,3.32949E-06
1,2.56763E-05,0.001822691,0.013122559,-0.010925293,0.001822547,3.32168E-06
1,2.54016E-05,0.00181615,0.012207031,-0.010620117,0.001816009,3.29789E-06
1,2.66675E-05,0.00185603,0.011932373,-0.00958252,0.001855876,3.44428E-06
1,2.5343E-05,0.001843119,0.011566162,-0.00958252,0.001842982,3.39658E-06
1,2.61438E-05,0.001795259,0.012420654,-0.010498047,0.001795105,3.2224E-06
1,2.6748E-05,0.001813581,0.014923096,-0.011627197,0.00181342,3.28849E-06
1,2.5437E-05,0.001826031,0.012512207,-0.01083374,0.00182589,3.33388E-06
1,2.60486E-05,0.001779881,0.010772705,-0.011383057,0.001779726,3.16743E-06
1,2.65222E-05,0.001829866,0.014190674,-0.010742188,0.00182971,3.34784E-06
1,2.56934E-05,0.001827474,0.013824463,-0.011871338,0.00182733,3.33914E-06
1,2.56287E-05,0.001810942,0.013702393,-0.008666992,0.001810796,3.27898E-06
1,2.6665E-05,0.001838941,0.013397217,-0.011230469,0.001838784,3.38113E-06
1,2.56152E-05,0.001813812,0.012756348,-0.012817383,0.001813667,3.28939E-06
1,2.67859E-05,0.001837332,0.013824463,-0.010498047,0.001837174,3.37521E-06
1,2.59387E-05,0.001757041,0.013916016,-0.009521484,0.001756885,3.08664E-06
1,2.65784E-05,0.001826061,0.012023926,-0.010620117,0.001825905,3.33393E-06
1,2.58215E-05,0.001781174,0.013641357,-0.011016846,0.001781023,3.17204E-06
1,2.54456E-05,0.001792563,0.012329102,-0.011108398,0.001792418,3.21276E-06
1,2.59595E-05,0.001835592,0.012207031,-0.010162354,0.001835445,3.36886E-06
1,2.52612E-05,0.001800309,0.012268066,-0.010925293,0.001800167,3.2406E-06
1,2.55945E-05,0.001794495,0.011627197,-0.012023926,0.001794348,3.21969E-06
1,2.58728E-05,0.001868921,0.013549805,-0.010131836,0.00186878,3.49234E-06
1,2.57507E-05,0.001818205,0.012390137,-0.011016846,0.001818059,3.30534E-06
1,2.57849E-05,0.001882062,0.014068604,-0.010162354,0.001881923,3.54163E-06
1,2.71362E-05,0.001847106,0.013214111,-0.010955811,0.001846944,3.4112E-06
1,2.47949E-05,0.001883714,0.013763428,-0.0105896,0.001883589,3.54791E-06
1,2.60718E-05,0.001816403,0.013702393,-0.009429932,0.001816252,3.29877E-06
1,2.5708E-05,0.001860377,0.011047363,-0.011352539,0.001860236,3.46048E-06
1,2.67285E-05,0.001787113,0.012481689,-0.009552002,0.001786949,3.19319E-06
1,2.57129E-05,0.001817133,0.013122559,-0.011627197,0.001816987,3.30144E-06
1,2.65796E-05,0.001828101,0.015014648,-0.009918213,0.001827944,3.34138E-06
1,2.47778E-05,0.001850225,0.012939453,-0.014160156,0.001850096,3.42285E-06
1,2.66321E-05,0.001914447,0.012023926,-0.010650635,0.0019143,3.66454E-06
1,2.52332E-05,0.001941011,0.014099121,-0.010864258,0.001940886,3.76704E-06
1,2.59058E-05,0.001876518,0.013366699,-0.014587402,0.001876377,3.52079E-06
1,2.51575E-05,0.001900474,0.012023926,-0.011444092,0.001900345,3.61131E-06
1,2.65784E-05,0.00182955,0.014160156,-0.009368897,0.001829394,3.34668E-06
1,2.51379E-05,0.001859809,0.014160156,-0.010925293,0.001859676,3.4584E-06
1,2.57581E-05,0.001869594,0.013946533,-0.010772705,0.001869454,3.49486E-06
1,2.61975E-05,0.001889595,0.016479492,-0.012115479,0.001889451,3.57003E-06
1,2.63867E-05,0.00185717,0.013763428,-0.010437012,0.001857019,3.44852E-06
1,2.6532E-05,0.001832485,0.012420654,-0.010467529,0.00183233,3.35743E-06
1,2.44556E-05,0.001793748,0.012786865,-0.010040283,0.001793617,3.21706E-06
1,2.59302E-05,0.001857597,0.013153076,-0.010437012,0.001857453,3.45013E-06
1,2.59326E-05,0.001858315,0.012695313,-0.010345459,0.001858171,3.4528E-06
1,2.59741E-05,0.00188373,0.012023926,-0.010864258,0.001883588,3.5479E-06
1,2.54309E-05,0.001920121,0.015716553,-0.009857178,0.001919991,3.68636E-06
1,2.55225E-05,0.001856385,0.013977051,-0.009277344,0.001856246,3.44565E-06
1,2.58472E-05,0.001925505,0.011901855,-0.009399414,0.00192537,3.70705E-06
1,1.82764E-05,0.00152603,0.012054443,-0.010162354,0.001525951,2.32853E-06
1,2.57605E-05,0.001836929,0.014160156,-0.012298584,0.001836786,3.37378E-06
1,2.42249E-05,0.001843929,0.010803223,-0.010955811,0.001843807,3.39962E-06
1,2.53821E-05,0.001894302,0.013275146,-0.010681152,0.00189417,3.58788E-06
1,2.67993E-05,0.001840427,0.012908936,-0.010101318,0.001840268,3.38659E-06
1,2.57629E-05,0.001805817,0.012145996,-0.011016846,0.001805669,3.26044E-06
1,2.60071E-05,0.001864319,0.014404297,-0.010498047,0.001864175,3.47515E-06
1,2.5968E-05,0.001839099,0.013214111,-0.009338379,0.001838952,3.38174E-06
1,2.60706E-05,0.001801518,0.010467529,-0.011322021,0.001801365,3.24492E-06
1,2.55066E-05,0.001788434,0.012939453,-0.009368897,0.001788288,3.19797E-06
1,2.64294E-05,0.001869322,0.013977051,-0.013214111,0.001869173,3.49381E-06
1,2.62866E-05,0.00186276,0.01159668,-0.012451172,0.001862612,3.46932E-06
1,2.51416E-05,0.001767942,0.013122559,-0.00894165,0.001767798,3.12511E-06
1,2.64014E-05,0.001795393,0.012084961,-0.009979248,0.001795235,3.22287E-06
1,2.56482E-05,0.001845071,0.013885498,-0.010742188,0.00184493,3.40377E-06
1,2.58667E-05,0.001827237,0.015472412,-0.010772705,0.001827091,3.33826E-06
1,2.58545E-05,0.001866369,0.013183594,-0.010467529,0.001866227,3.4828E-06
1,2.55786E-05,0.001830318,0.017028809,-0.009490967,0.001830176,3.34954E-06
1,2.51416E-05,0.001818569,0.012908936,-0.009460449,0.001818432,3.30669E-06
1,2.51807E-05,0.001826318,0.013427734,-0.011169434,0.001826181,3.33494E-06
1,2.60547E-05,0.00185789,0.014099121,-0.010009766,0.001857744,3.45121E-06
1,2.47754E-05,0.001903646,0.013305664,-0.010559082,0.001903523,3.6234E-06
1,2.66785E-05,0.001847281,0.012908936,-0.009429932,0.001847125,3.41187E-06
1,2.59998E-05,0.001812913,0.013977051,-0.010192871,0.001812763,3.28611E-06
1,2.65283E-05,0.001914022,0.012939453,-0.012207031,0.001913876,3.66292E-06
1,2.52344E-05,0.001915985,0.013702393,-0.011779785,0.001915857,3.67051E-06
1,2.61755E-05,0.001849751,0.011657715,-0.011260986,0.001849602,3.42103E-06
1,2.58887E-05,0.001857914,0.012329102,-0.010406494,0.001857771,3.45131E-06
1,2.55774E-05,0.001843001,0.01574707,-0.011077881,0.00184286,3.39613E-06
1,2.63464E-05,0.001847464,0.014648438,-0.00982666,0.001847313,3.41256E-06
1,2.54932E-05,0.001847358,0.012390137,-0.010284424,0.001847219,3.41222E-06
1,2.62073E-05,0.001890145,0.016601563,-0.008789063,0.001890001,3.57211E-06
1,2.61304E-05,0.001839976,0.014923096,-0.012512207,0.001839827,3.38496E-06
1,2.54541E-05,0.001870714,0.014587402,-0.011871338,0.001870578,3.49906E-06
1,2.60767E-05,0.001867115,0.014068604,-0.010162354,0.00186697,3.48558E-06
1,2.60107E-05,0.00186239,0.012268066,-0.009918213,0.001862245,3.46796E-06
1,2.53333E-05,0.001865135,0.01449585,-0.011322021,0.001865,3.47822E-06
1,2.60791E-05,0.001860694,0.013000488,-0.011322021,0.001860548,3.46164E-06
1,2.57153E-05,0.001807834,0.015594482,-0.012298584,0.001807687,3.26773E-06
1,2.57629E-05,0.001849591,0.01449585,-0.010131836,0.001849449,3.42046E-06
1,2.67786E-05,0.001865278,0.015075684,-0.009460449,0.001865123,3.47868E-06
1,2.52063E-05,0.001831347,0.013916016,-0.010955811,0.00183121,3.35333E-06
1,2.60681E-05,0.001813794,0.014709473,-0.010131836,0.001813643,3.2893E-06
1,2.56897E-05,0.001845154,0.016021729,-0.011474609,0.001845012,3.40407E-06
1,2.63782E-05,0.001866126,0.015228271,-0.010437012,0.001865977,3.48187E-06
1,2.60864E-05,0.001829579,0.014282227,-0.010101318,0.001829429,3.34681E-06
1,2.56372E-05,0.001792002,0.013427734,-0.010253906,0.001791854,3.21074E-06
1,2.70947E-05,0.00182075,0.015441895,-0.009979248,0.001820585,3.31453E-06
1,2.56445E-05,0.001827819,0.016723633,-0.009399414,0.001827675,3.3404E-06
1,2.63049E-05,0.001792933,0.014434814,-0.011383057,0.001792776,3.21405E-06
1,2.58643E-05,0.001766011,0.01473999,-0.010375977,0.001765857,3.11825E-06
1,2.62866E-05,0.001804692,0.015625,-0.010406494,0.001804537,3.25635E-06
1,2.68677E-05,0.001862181,0.013458252,-0.010314941,0.001862024,3.46713E-06
1,2.52039E-05,0.001846974,0.013549805,-0.012756348,0.001846839,3.41081E-06
1,2.6593E-05,0.001817062,0.013671875,-0.010101318,0.001816904,3.30114E-06
1,2.4967E-05,0.001811884,0.013458252,-0.010253906,0.001811748,3.28243E-06
1,2.56213E-05,0.001818744,0.015380859,-0.010650635,0.001818599,3.3073E-06
1,2.6604E-05,0.001803664,0.014038086,-0.010681152,0.001803504,3.25263E-06
1,2.57288E-05,0.00186696,0.013763428,-0.010742188,0.00186682,3.48502E-06
1,2.57788E-05,0.001821297,0.014434814,-0.011138916,0.001821151,3.31659E-06
1,2.61414E-05,0.0018299,0.016235352,-0.010864258,0.00182975,3.34798E-06
1,2.54993E-05,0.001819632,0.014190674,-0.010437012,0.00181949,3.31054E-06
1,2.56738E-05,0.001833338,0.014923096,-0.013153076,0.001833195,3.3606E-06
1,2.61865E-05,0.001798916,0.015167236,-0.011383057,0.001798761,3.23554E-06
1,2.55579E-05,0.001831688,0.01739502,-0.009887695,0.001831547,3.35456E-06
1,2.54517E-05,0.001850473,0.012359619,-0.010131836,0.001850335,3.42374E-06
1,2.6593E-05,0.001835771,0.016357422,-0.009979248,0.001835615,3.36948E-06
1,2.54724E-05,0.001825645,0.015563965,-0.011627197,0.001825504,3.33247E-06
1,2.58484E-05,0.001844528,0.01373291,-0.010467529,0.001844384,3.40175E-06
1,2.60254E-05,0.00186092,0.014831543,-0.010498047,0.001860775,3.46248E-06
1,2.59155E-05,0.001851604,0.015563965,-0.013580322,0.00185146,3.4279E-06
1,2.69836E-05,0.00180277,0.013977051,-0.010406494,0.001802604,3.24938E-06
